s	label	mindatid
gsmin:polylithionite	Polylithionite	3260
gsmin:polyphite	Polyphite	3262
gsmin:ponomarevite	Ponomarevite	3263
gsmin:poppiite	Poppiite	27576
gsmin:portlandite	Portlandite	3264
gsmin:posnjakite	Posnjakite	3265
gsmin:postite	Postite	42268
gsmin:potarite	Potarite	3266
gsmin:potassic-sadanagaite	Potassic-sadanagaite	7248
gsmin:pottsite	Pottsite	3270
gsmin:poubaite	Poubaite	3271
gsmin:poudretteite	Poudretteite	3272
gsmin:poughite	Poughite	3273
gsmin:povondraite	Povondraite	3274
gsmin:powellite	Powellite	3275
gsmin:poyarkovite	Poyarkovite	3276
gsmin:pracharite	Pracha?ite	53208
gsmin:pradetite	Pradetite	30767
gsmin:prehnite	Prehnite	3277
gsmin:preisingerite	Preisingerite	3278
gsmin:preiswerkite	Preiswerkite	3279
gsmin:preobrazhenskite	Preobrazhenskite	3280
gsmin:pretulite	Pretulite	7251
gsmin:prewittite	Prewittite	26379
gsmin:priceite	Priceite	3281
gsmin:priderite	Priderite	3282
gsmin:pringleite	Pringleite	3283
gsmin:prismatine	Prismatine	7252
gsmin:probertite	Probertite	3285
gsmin:proshchenkoite-y	Proshchenkoite-(Y)	35971
gsmin:prosopite	Prosopite	3287
gsmin:prosperite	Prosperite	3288
gsmin:protasite	Protasite	3289
gsmin:protochabourneite	Protochabournéite	42840
gsmin:proudite	Proudite	3293
gsmin:proustite	Proustite	3294
gsmin:przhevalskite	Przhevalskite	3295
gsmin:pseudoboleite	Pseudoboleite	3301
gsmin:pseudobrookite	Pseudobrookite	3302
gsmin:pseudocotunnite	Pseudocotunnite	3303
gsmin:pseudograndreefite	Pseudograndreefite	3298
gsmin:pseudojohannite	Pseudojohannite	26289
gsmin:pseudolaueite	Pseudolaueite	3297
gsmin:pseudolyonsite	Pseudolyonsite	40571
gsmin:pseudomalachite	Pseudomalachite	3299
gsmin:pseudorutile	Pseudorutile	3296
gsmin:pseudosinhalite	Pseudosinhalite	7257
gsmin:pseudowollastonite	Pseudowollastonite	9535
gsmin:pucherite	Pucherite	3306
gsmin:pumpellyite-al	Pumpellyite-(Al)	27439
gsmin:pumpellyite-fe2	Pumpellyite-(Fe<sup>2+</sup>)	3307
gsmin:pumpellyite-fe3	Pumpellyite-(Fe<sup>3+</sup>)	3308
gsmin:pumpellyite-mg	Pumpellyite-(Mg)	3309
gsmin:pumpellyite-mn2	Pumpellyite-(Mn<sup>2+</sup>)	3310
gsmin:punkaruaivite	Punkaruaivite	38697
gsmin:purpurite	Purpurite	3311
gsmin:pushcharovskite	Pushcharovskite	7258
gsmin:putnisite	Putnisite	42732
gsmin:putoranite	Putoranite	3312
gsmin:putzite	Putzite	26707
gsmin:pyatenkoite-y	Pyatenkoite-(Y)	7259
gsmin:pyracmonite	Pyracmonite	38828
gsmin:pyrargyrite	Pyrargyrite	3313
gsmin:pyrite	Pyrite	3314
gsmin:pyroaurite	Pyroaurite	3330
gsmin:pyrobelonite	Pyrobelonite	3315
gsmin:pyrochroite	Pyrochroite	3317
gsmin:pyrolusite	Pyrolusite	3318
gsmin:pyromorphite	Pyromorphite	3320
gsmin:pyrope	Pyrope	3321
gsmin:pyrophanite	Pyrophanite	3322
gsmin:pyrophyllite	Pyrophyllite	3323
gsmin:pyrosmalite-fe	Pyrosmalite-(Fe)	1525
gsmin:pyrosmalite-mn	Pyrosmalite-(Mn)	2491
gsmin:pyrostilpnite	Pyrostilpnite	3325
gsmin:pyroxferroite	Pyroxferroite	3326
gsmin:pyroxmangite	Pyroxmangite	3327
gsmin:pyrrhotite	Pyrrhotite	3328
gsmin:paakkonenite	Pääkkönenite	3053
gsmin:pisekite-y	Písekite-(Y)	29146
gsmin:qandilite	Qandilite	3331
gsmin:qaqarssukite-ce	Qaqarssukite-(Ce)	27397
gsmin:qilianshanite	Qilianshanite	3332
gsmin:qingheiite	Qingheiite	3333
gsmin:qingheiite-fe2	Qingheiite-(Fe<sup>2+</sup>)	32381
gsmin:qitianlingite	Qitianlingite	3334
gsmin:quadratite	Quadratite	7262
gsmin:quadridavyne	Quadridavyne	3335
gsmin:quadruphite	Quadruphite	3336
gsmin:quartz	Quartz	3337
gsmin:queitite	Queitite	3339
gsmin:quenselite	Quenselite	3340
gsmin:quenstedtite	Quenstedtite	3341
gsmin:quetzalcoatlite	Quetzalcoatlite	3343
gsmin:quintinite	Quintinite	7265
gsmin:qusongite	Qusongite	35898
gsmin:raadeite	Raadeite	7018
gsmin:rabbittite	Rabbittite	3347
gsmin:rabejacite	Rabejacite	3348
gsmin:radhakrishnaite	Radhakrishnaite	3349
gsmin:radovanite	Radovanite	11132
gsmin:radtkeite	Radtkeite	3350
gsmin:raguinite	Raguinite	3351
gsmin:raite	Raite	3352
gsmin:rajite	Rajite	3353
gsmin:rakovanite	Rakovanite	40447
gsmin:ramanite-cs	Ramanite-(Cs)	31663
gsmin:ramanite-rb	Ramanite-(Rb)	31662
gsmin:rambergite	Rambergite	7268
gsmin:ramdohrite	Ramdohrite	3355
gsmin:rameauite	Rameauite	3356
gsmin:ramikite-y	Ramikite-(Y)	39555
gsmin:rammelsbergite	Rammelsbergite	3357
gsmin:ramsbeckite	Ramsbeckite	3358
gsmin:ramsdellite	Ramsdellite	3359
gsmin:rancieite	Ranciéite	3360
gsmin:rankachite	Rankachite	3361
gsmin:rankamaite	Rankamaite	3362
gsmin:rankinite	Rankinite	3363
gsmin:ransomite	Ransomite	3364
gsmin:ranunculite	Ranunculite	3365
gsmin:rapidcreekite	Rapidcreekite	3366
gsmin:rappoldite	Rappoldite	7044
gsmin:raslakite	Raslakite	25687
gsmin:raspite	Raspite	3368
gsmin:rastsvetaevite	Rastsvetaevite	26586
gsmin:rasvumite	Rasvumite	3369
gsmin:rathite	Rathite	3370
gsmin:rauchite	Rauchite	43270
gsmin:rauenthalite	Rauenthalite	3371
gsmin:rauvite	Rauvite	3372
gsmin:ravatite	Ravatite	3373
gsmin:rayite	Rayite	3374
gsmin:realgar	Realgar	3375
gsmin:rebulite	Rebulite	3376
gsmin:rectorite	Rectorite	3377
gsmin:reddingite	Reddingite	3378
gsmin:redgillite	Redgillite	10349
gsmin:redingtonite	Redingtonite	3379
gsmin:redledgeite	Redledgeite	3380
gsmin:redondite	Redondite	27199
gsmin:reederite-y	Reederite-(Y)	3381
gsmin:reedmergnerite	Reedmergnerite	3382
gsmin:reevesite	Reevesite	3383
gsmin:refikite	Refikite	3384
gsmin:reichenbachite	Reichenbachite	3385
gsmin:reidite	Reidite	11467
gsmin:reinerite	Reinerite	3386
gsmin:reinhardbraunsite	Reinhardbraunsite	3387
gsmin:rengeite	Rengeite	7063
gsmin:renierite	Renierite	3389
gsmin:reppiaite	Reppiaite	3390
gsmin:retgersite	Retgersite	3489
gsmin:retzian-ce	Retzian-(Ce)	3392
gsmin:retzian-la	Retzian-(La)	3393
gsmin:retzian-nd	Retzian-(Nd)	3394
gsmin:revdite	Revdite	3395
gsmin:reyerite	Reyerite	3396
gsmin:reynoldsite	Reynoldsite	42233
gsmin:rhabdophane-ce	Rhabdophane-(Ce)	3397
gsmin:rhabdophane-la	Rhabdophane-(La)	3398
gsmin:rhabdophane-nd	Rhabdophane-(Nd)	3399
gsmin:rhabdophane-y	Rhabdophane-(Y)	42532
gsmin:rheniite	Rheniite	7269
gsmin:rhodarsenide	Rhodarsenide	7270
gsmin:rhodesite	Rhodesite	3403
gsmin:rhodium	Rhodium	3404
gsmin:rhodizite	Rhodizite	3405
gsmin:rhodochrosite	Rhodochrosite	3406
gsmin:rhodonite	Rhodonite	3407
gsmin:rhodostannite	Rhodostannite	3408
gsmin:rhodplumsite	Rhodplumsite	3409
gsmin:rhomboclase	Rhomboclase	3410
gsmin:rhonite	Rhönite	3402
gsmin:ribbeite	Ribbeite	3411
gsmin:richellite	Richellite	3413
gsmin:richelsdorfite	Richelsdorfite	3414
gsmin:richetite	Richetite	3415
gsmin:richterite	Richterite	3416
gsmin:rickardite	Rickardite	3417
gsmin:rickturnerite	Rickturnerite	40290
gsmin:riebeckite	Riebeckite	3418
gsmin:rilandite	Rilandite	3419
gsmin:rimkorolgite	Rimkorolgite	3420
gsmin:ringwoodite	Ringwoodite	3421
gsmin:rinmanite	Rinmanite	10734
gsmin:rinneite	Rinneite	3423
gsmin:riomarinaite	Riomarinaite	27210
gsmin:rittmannite	Rittmannite	3425
gsmin:rivadavite	Rivadavite	3426
gsmin:riversideite	Riversideite	3427
gsmin:robertsite	Robertsite	3431
gsmin:robinsonite	Robinsonite	3432
gsmin:rockbridgeite	Rockbridgeite	3433
gsmin:rodalquilarite	Rodalquilarite	3435
gsmin:rodolicoite	Rodolicoite	7271
gsmin:roeblingite	Roeblingite	3436
gsmin:roedderite	Roedderite	3437
gsmin:rogermitchellite	Rogermitchellite	27514
gsmin:roggianite	Roggianite	3438
gsmin:rohaite	Rohaite	3439
gsmin:rokuhnite	Rokühnite	3440
gsmin:rollandite	Rollandite	7037
gsmin:romanechite	Romanèchite	3441
gsmin:romarchite	Romarchite	3442
gsmin:rondorfite	Rondorfite	25682
gsmin:rongibbsite	Rongibbsite	41131
gsmin:ronneburgite	Ronneburgite	11000
gsmin:rooseveltite	Rooseveltite	3444
gsmin:roquesite	Roquesite	3445
gsmin:rorisite	Rorisite	3446
gsmin:rosasite	Rosasite	3447
gsmin:roscherite	Roscherite	3448
gsmin:roscoelite	Roscoelite	3449
gsmin:roselite	Roselite	3450
gsmin:roselite-beta	Roselite-ß	3451
gsmin:rosemaryite	Rosemaryite	3452
gsmin:rosenbergite	Rosenbergite	3453
gsmin:rosenbuschite	Rosenbuschite	3454
gsmin:rosenhahnite	Rosenhahnite	3455
gsmin:roshchinite	Roshchinite	3457
gsmin:rosiaite	Rosiaite	7274
gsmin:rosickyite	Rosickýite	3458
gsmin:rosieresite	Rosièresite	3459
gsmin:rossite	Rossite	3460
gsmin:rossmanite	Rossmanite	7275
gsmin:rostite	Rostite	3461
gsmin:rouaite	Rouaite	10588
gsmin:roubaultite	Roubaultite	3462
gsmin:roumaite	Roumaite	38702
gsmin:rouseite	Rouseite	3463
gsmin:routhierite	Routhierite	3464
gsmin:rouvilleite	Rouvilleite	3465
gsmin:rouxelite	Rouxelite	26393
gsmin:roweite	Roweite	3466
gsmin:rowlandite-y	Rowlandite-(Y)	3467
gsmin:roxbyite	Roxbyite	3468
gsmin:rozenite	Rozenite	3469
gsmin:rruffite	Rruffite	39845
gsmin:ruarsite	Ruarsite	3471
gsmin:rubicline	Rubicline	7276
gsmin:rucklidgeite	Rucklidgeite	3474
gsmin:rudenkoite	Rudenkoite	26665
gsmin:ruifrancoite	Ruifrancoite	29066
gsmin:ruitenbergite	Ruitenbergite	3475
gsmin:ruizite	Ruizite	3476
gsmin:rumseyite	Rumseyite	42723
gsmin:rusakovite	Rusakovite	3477
gsmin:rusinovite	Rusinovite	41179
gsmin:russellite	Russellite	3478
gsmin:rustenburgite	Rustenburgite	3479
gsmin:rustumite	Rustumite	3480
gsmin:ruthenarsenite	Ruthenarsenite	3481
gsmin:rutheniridosmine	Rutheniridosmine	3482
gsmin:ruthenium	Ruthenium	3483
gsmin:rutherfordine	Rutherfordine	3484
gsmin:rutile	Rutile	3486
gsmin:rynersonite	Rynersonite	3488
gsmin:remondite-ce	Rémondite-(Ce)	3388
gsmin:remondite-la	Rémondite-(La)	11012
gsmin:romerite	Römerite	3428
gsmin:rontgenite-ce	Röntgenite-(Ce)	3429
gsmin:rosslerite	Rösslerite	3470
gsmin:sabatierite	Sabatierite	3492
gsmin:sabelliite	Sabelliite	3493
gsmin:sabieite	Sabieite	3494
gsmin:sabinaite	Sabinaite	3495
gsmin:sabugalite	Sabugalite	3496
gsmin:sacrofanite	Sacrofanite	3498
gsmin:sadanagaite	Sadanagaite	3499
gsmin:saddlebackite	Saddlebackite	7277
gsmin:safflorite	Safflorite	3500
gsmin:sahamalite-ce	Sahamalite-(Ce)	3501
gsmin:sahlinite	Sahlinite	3502
gsmin:sailaufite	Sailaufite	27258
gsmin:sainfeldite	Sainfeldite	3503
gsmin:sakhaite	Sakhaite	3504
gsmin:sakuraiite	Sakuraiite	3506
gsmin:salammoniac	Salammoniac	3507
gsmin:salesite	Salesite	3509
gsmin:saliotite	Saliotite	3510
gsmin:saltonseaite	Saltonseaite	42730
gsmin:salzburgite	Salzburgite	7680
gsmin:saleeite	Saléeite	3508
gsmin:samaniite	Samaniite	32666
gsmin:samarskite-y	Samarskite-(Y)	3512
gsmin:samarskite-yb	Samarskite-(Yb)	27449
gsmin:samfowlerite	Samfowlerite	3513
gsmin:sampleite	Sampleite	3515
gsmin:samsonite	Samsonite	3516
gsmin:samuelsonite	Samuelsonite	3517
gsmin:sanbornite	Sanbornite	3518
gsmin:sanderite	Sanderite	3519
gsmin:saneroite	Saneroite	3520
gsmin:sanjuanite	Sanjuanite	3522
gsmin:sanmartinite	Sanmartinite	3523
gsmin:sanromanite	Sanrománite	29029
gsmin:santabarbaraite	Santabarbaraite	11436
gsmin:santaclaraite	Santaclaraite	3524
gsmin:santafeite	Santafeite	3525
gsmin:santanaite	Santanaite	3526
gsmin:santarosaite	Santarosaite	29030
gsmin:santite	Santite	3527
gsmin:saponite	Saponite	3528
gsmin:sapphirine	Sapphirine	3531
gsmin:sarabauite	Sarabauite	3532
gsmin:sarcolite	Sarcolite	3533
gsmin:sarcopside	Sarcopside	3534
gsmin:sardignaite	Sardignaite	39005
gsmin:sarkinite	Sarkinite	3535
gsmin:sarmientite	Sarmientite	3536
gsmin:sarrabusite	Sarrabusite	42800
gsmin:sartorite	Sartorite	3537
gsmin:saryarkite-y	Saryarkite-(Y)	3538
gsmin:sasaite	Sasaite	3539
gsmin:sassolite	Sassolite	3540
gsmin:satimolite	Satimolite	3541
gsmin:satpaevite	Satpaevite	3542
gsmin:satterlyite	Satterlyite	3543
gsmin:sauconite	Sauconite	3544
gsmin:sayrite	Sayrite	3545
gsmin:sazhinite-ce	Sazhinite-(Ce)	3546
gsmin:sazhinite-la	Sazhinite-(La)	27499
gsmin:sazykinaite-y	Sazykinaite-(Y)	3547
gsmin:sborgite	Sborgite	3548
gsmin:scacchite	Scacchite	3549
gsmin:scainiite	Scainiite	7016
gsmin:scandiobabingtonite	Scandiobabingtonite	7278
gsmin:scarbroite	Scarbroite	3551
gsmin:scawtite	Scawtite	3552
gsmin:schachnerite	Schachnerite	3553
gsmin:schafarzikite	Schafarzikite	3554
gsmin:schairerite	Schairerite	3555
gsmin:schallerite	Schallerite	3557
gsmin:schapbachite	Schapbachite	3558
gsmin:schaurteite	Schaurteite	3559
gsmin:scheelite	Scheelite	3560
gsmin:schertelite	Schertelite	3564
gsmin:scheuchzerite	Scheuchzerite	27490
gsmin:schiavinatoite	Schiavinatoite	7110
gsmin:schieffelinite	Schieffelinite	3566
gsmin:schlegelite	Schlegelite	26667
gsmin:schlemaite	Schlemaite	25688
gsmin:schlossmacherite	Schlossmacherite	3568
gsmin:schluterite-y	Schlüterite-(Y)	42788
gsmin:schmiederite	Schmiederite	3569
gsmin:schmitterite	Schmitterite	3570
gsmin:schneebergite	Schneebergite	11378
gsmin:schneiderhohnite	Schneiderhöhnite	3571
gsmin:schoderite	Schoderite	3572
gsmin:schoenfliesite	Schoenfliesite	3573
gsmin:schoepite	Schoepite	3574
gsmin:scholzite	Scholzite	3576
gsmin:schoonerite	Schoonerite	3577
gsmin:schorl	Schorl	3578
gsmin:schorlomite	Schorlomite	3579
gsmin:schreibersite	Schreibersite	3582
gsmin:schreyerite	Schreyerite	3583
gsmin:schrockingerite	Schröckingerite	3584
gsmin:schubnelite	Schubnelite	3586
gsmin:schuetteite	Schuetteite	3587
gsmin:schuilingite-nd	Schuilingite-(Nd)	3588
gsmin:schulenbergite	Schulenbergite	3589
gsmin:schultenite	Schultenite	3590
gsmin:schumacherite	Schumacherite	3591
gsmin:schwartzembergite	Schwartzembergite	3592
gsmin:schwertmannite	Schwertmannite	7281
gsmin:schaferite	Schäferite	7279
gsmin:schullerite	Schüllerite	40293
gsmin:sclarite	Sclarite	3593
gsmin:scolecite	Scolecite	3594
gsmin:scorodite	Scorodite	3595
gsmin:scorzalite	Scorzalite	3596
gsmin:scotlandite	Scotlandite	3597
gsmin:scottyite	Scottyite	42861
gsmin:scrutinyite	Scrutinyite	3598
gsmin:seamanite	Seamanite	3599
gsmin:searlesite	Searlesite	3600
gsmin:sederholmite	Sederholmite	3601
gsmin:sedovite	Sedovite	3602
gsmin:seeligerite	Seeligerite	3603
gsmin:seelite	Seelite	3604
gsmin:segelerite	Segelerite	3605
gsmin:segnitite	Segnitite	3606
gsmin:seidite-ce	Seidite-(Ce)	7284
gsmin:seidozerite	Seidozerite	3607
gsmin:seinajokite	Seinäjokite	3608
gsmin:sejkoraite-y	Sejkoraite-(Y)	39439
gsmin:sekaninaite	Sekaninaite	3609
gsmin:selenium	Selenium	3611
gsmin:selenojalpaite	Selenojalpaite	27493
gsmin:selenopolybasite	Selenopolybasite	31645
gsmin:selenostephanite	Selenostephanite	3612
gsmin:seligmannite	Seligmannite	3613
gsmin:sellaite	Sellaite	3614
gsmin:selwynite	Selwynite	7287
gsmin:semenovite-ce	Semenovite-(Ce)	3615
gsmin:semseyite	Semseyite	3616
gsmin:senaite	Senaite	3617
gsmin:senarmontite	Senarmontite	3618
gsmin:senegalite	Senegalite	3619
gsmin:sengierite	Sengierite	3620
gsmin:senkevichite	Senkevichite	27468
gsmin:sepiolite	Sepiolite	3621
gsmin:serandite	Serandite	3622
gsmin:serendibite	Serendibite	3623
gsmin:sergeevite	Sergeevite	3624
gsmin:serpierite	Serpierite	3625
gsmin:serrabrancaite	Serrabrancaite	7288
gsmin:sewardite	Sewardite	11128
gsmin:shabaite-nd	Shabaite-(Nd)	3626
gsmin:shabynite	Shabynite	3627
gsmin:shadlunite	Shadlunite	3628
gsmin:shafranovskite	Shafranovskite	3629
gsmin:shakhovite	Shakhovite	3630
gsmin:shandite	Shandite	3631
gsmin:shannonite	Shannonite	3632
gsmin:sharpite	Sharpite	3633
gsmin:shattuckite	Shattuckite	3634
gsmin:shcherbakovite	Shcherbakovite	3635
gsmin:shcherbinaite	Shcherbinaite	3636
gsmin:sheldrickite	Sheldrickite	7289
gsmin:sherwoodite	Sherwoodite	3637
gsmin:shibkovite	Shibkovite	7290
gsmin:shigaite	Shigaite	3638
gsmin:shimazakiite	Shimazakiite	41969
gsmin:shirokshinite	Shirokshinite	11435
gsmin:shirozulite	Shirozulite	11466
gsmin:shkatulkalite	Shkatulkalite	7291
gsmin:shlykovite	Shlykovite	39308
gsmin:shomiokite-y	Shomiokite-(Y)	3639
gsmin:shortite	Shortite	3640
gsmin:shuangfengite	Shuangfengite	7292
gsmin:shubnikovite	Shubnikovite	3641
gsmin:shuiskite	Shuiskite	3642
gsmin:shulamitite	Shulamitite	41290
gsmin:sibirskite	Sibirskite	3644
gsmin:sicherite	Sicherite	11028
gsmin:sicklerite	Sicklerite	3645
gsmin:siderazot	Siderazot	3646
gsmin:siderite	Siderite	3647
gsmin:sideronatrite	Sideronatrite	3650
gsmin:siderophyllite	Siderophyllite	3651
gsmin:siderotil	Siderotil	3643
gsmin:sidorenkite	Sidorenkite	3653
gsmin:sidpietersite	Sidpietersite	7293
gsmin:sidwillite	Sidwillite	3654
gsmin:siegenite	Siegenite	3655
gsmin:sieleckiite	Sieleckiite	3656
gsmin:sigloite	Sigloite	3657
gsmin:silhydrite	Silhydrite	3658
gsmin:silicon	Silicon	3659
gsmin:silinaite	Silinaite	3661
gsmin:sillimanite	Sillimanite	3662
gsmin:sillenite	Sillénite	3663
gsmin:silver	Silver	3664
gsmin:silvialite	Silvialite	7296
gsmin:simferite	Simferite	3665
gsmin:simmonsite	Simmonsite	7297
gsmin:simonellite	Simonellite	3666
gsmin:simonite	Simonite	3667
gsmin:simonkolleite	Simonkolleite	3668
gsmin:simplotite	Simplotite	3669
gsmin:simpsonite	Simpsonite	3670
gsmin:sincosite	Sincosite	3671
gsmin:sinhalite	Sinhalite	3672
gsmin:sinjarite	Sinjarite	3673
gsmin:sinkankasite	Sinkankasite	3674
gsmin:sinnerite	Sinnerite	3675
gsmin:sitinakite	Sitinakite	3677
gsmin:skaergaardite	Skaergaardite	26980
gsmin:skinnerite	Skinnerite	3679
gsmin:skippenite	Skippenite	3680
gsmin:sklodowskite	Sklodowskite	3681
gsmin:skorpionite	Skorpionite	27395
gsmin:skutterudite	Skutterudite	3682
gsmin:slavkovite	Slavkovite	27486
gsmin:slavikite	Slavíkite	3683
gsmin:slawsonite	Slawsonite	3684
gsmin:smectitegroup	Smectite	11119
gsmin:smirnite	Smirnite	3686
gsmin:smithite	Smithite	3687
gsmin:smithsonite	Smithsonite	3688
gsmin:smolyaninovite	Smolyaninovite	7298
gsmin:smrkovecite	Smrkovecite	7299
gsmin:smythite	Smythite	3691
gsmin:sobolevite	Sobolevite	3699
gsmin:sobolevskite	Sobolevskite	3700
gsmin:sodalite	Sodalite	3701
gsmin:soddyite	Soddyite	3702
gsmin:sofiite	Sofiite	3714
gsmin:sogdianite	Sogdianite	3708
gsmin:sokolovaite	Sokolovaite	27462
gsmin:solongoite	Solongoite	3710
gsmin:sonolite	Sonolite	3711
gsmin:sonoraite	Sonoraite	3712
gsmin:sopcheite	Sopcheite	3713
gsmin:sorbyite	Sorbyite	3715
gsmin:sorosite	Sorosite	7307
gsmin:sosedkoite	Sosedkoite	3717
gsmin:soucekite	Soucekite	3718
gsmin:souzalite	Souzalite	3719
gsmin:spadaite	Spadaite	3720
gsmin:spangolite	Spangolite	3721
gsmin:spencerite	Spencerite	3722
gsmin:sperrylite	Sperrylite	3723
gsmin:spertiniite	Spertiniite	3724
gsmin:spessartine	Spessartine	3725
gsmin:sphaerobertrandite	Sphaerobertrandite	11337
gsmin:sphaerobismoite	Sphaerobismoite	7308
gsmin:sphalerite	Sphalerite	3727
gsmin:spheniscidite	Spheniscidite	3728
gsmin:spherocobaltite	Spherocobaltite	3726
gsmin:spinel	Spinel	3729
gsmin:spionkopite	Spionkopite	3730
gsmin:spiroffite	Spiroffite	3731
gsmin:spodumene	Spodumene	3733
gsmin:spriggite	Spriggite	25685
gsmin:springcreekite	Springcreekite	7061
gsmin:spurrite	Spurrite	3734
gsmin:srebrodolskite	Srebrodolskite	3736
gsmin:srilankite	Srilankite	3737
gsmin:stalderite	Stalderite	3744
gsmin:stanekite	Stanekite	7310
gsmin:stanfieldite	Stanfieldite	3745
gsmin:stanleyite	Stanleyite	3746
gsmin:stannite	Stannite	3747
gsmin:stannoidite	Stannoidite	3748
gsmin:stannopalladinite	Stannopalladinite	3750
gsmin:starkeyite	Starkeyite	3752
gsmin:starovaite	Starovaite	42872
gsmin:staurolite	Staurolite	3753
gsmin:stavelotite-la	Stavelotite-(La)	27465
gsmin:steacyite	Steacyite	3754
gsmin:steenstrupine-ce	Steenstrupine-(Ce)	3756
gsmin:steigerite	Steigerite	3759
gsmin:steklite	Steklite	40128
gsmin:stellerite	Stellerite	3760
gsmin:stenhuggarite	Stenhuggarite	3761
gsmin:stenonite	Stenonite	3762
gsmin:stepanovite	Stepanovite	3763
gsmin:stephanite	Stephanite	3764
gsmin:stercorite	Stercorite	3765
gsmin:sterlinghillite	Sterlinghillite	3766
gsmin:sternbergite	Sternbergite	3767
gsmin:steropesite	Steropesite	38692
gsmin:sterryite	Sterryite	3768
gsmin:stetefeldtite	Stetefeldtite	3769
gsmin:stevensite	Stevensite	3770
gsmin:steverustite	Steverustite	38699
gsmin:stewartite	Stewartite	3772
gsmin:stibarsen	Stibarsen	3775
gsmin:stibiconite	Stibiconite	3776
gsmin:stibioclaudetite	Stibioclaudetite	32285
gsmin:stibiocolumbite	Stibiocolumbite	3778
gsmin:stibiocolusite	Stibiocolusite	3779
gsmin:stibiopalladinite	Stibiopalladinite	3758
gsmin:stibiotantalite	Stibiotantalite	3739
gsmin:stibivanite	Stibivanite	3781
gsmin:stibnite	Stibnite	3782
gsmin:stichtite	Stichtite	3784
gsmin:stilbite-na	Stilbite-Na	7314
gsmin:stilleite	Stilleite	3786
gsmin:stillwaterite	Stillwaterite	3787
gsmin:stillwellite-ce	Stillwellite-(Ce)	3788
gsmin:stilpnomelane	Stilpnomelane	3789
gsmin:stishovite	Stishovite	3790
gsmin:stistaite	Stistaite	3791
gsmin:stoiberite	Stoiberite	3792
gsmin:stokesite	Stokesite	3793
gsmin:stolzite	Stolzite	3794
gsmin:stoppaniite	Stoppaniite	7315
gsmin:stornesite-y	Stornesite-(Y)	28918
gsmin:stottite	Stottite	3795
gsmin:straczekite	Straczekite	3796
gsmin:strakhovite	Strakhovite	3797
gsmin:stranskiite	Stranskiite	3798
gsmin:strashimirite	Strashimirite	3799
gsmin:strelkinite	Strelkinite	3800
gsmin:strengite	Strengite	3801
gsmin:stringhamite	Stringhamite	3802
gsmin:stromeyerite	Stromeyerite	3803
gsmin:stronadelphite	Stronadelphite	35973
gsmin:stronalsite	Stronalsite	3804
gsmin:strontianite	Strontianite	3805
gsmin:strontio-orthojoaquinite	Strontio-orthojoaquinite	3806
gsmin:strontiochevkinite	Strontiochevkinite	3808
gsmin:strontiodresserite	Strontiodresserite	3774
gsmin:strontiofluorite	Strontiofluorite	39548
gsmin:strontioginorite	Strontioginorite	3741
gsmin:strontiojoaquinite	Strontiojoaquinite	3740
gsmin:strontiomelane	Strontiomelane	7317
gsmin:strontiowhitlockite	Strontiowhitlockite	3742
gsmin:strunzite	Strunzite	3810
gsmin:struvite	Struvite	3811
gsmin:stratlingite	Strätlingite	3809
gsmin:studenitsite	Studenitsite	3814
gsmin:studtite	Studtite	3815
gsmin:stumpflite	Stumpflite	3816
gsmin:sturmanite	Sturmanite	3817
gsmin:stutzite	Stützite	3813
gsmin:suanite	Suanite	3818
gsmin:sudburyite	Sudburyite	3819
gsmin:sudoite	Sudoite	3820
gsmin:sudovikovite	Sudovikovite	7321
gsmin:suessite	Suessite	3821
gsmin:sugakiite	Sugakiite	29106
gsmin:sugilite	Sugilite	3822
gsmin:suhailite	Suhailite	32616
gsmin:sulfoborite	Sulfoborite	3823
gsmin:sulphohalite	Sulphohalite	3824
gsmin:sulphotsumoite	Sulphotsumoite	3825
gsmin:sulphur	Sulphur	3825
gsmin:sulphur-beta	Sulphur-ß	39990
gsmin:sulvanite	Sulvanite	3827
gsmin:sundiusite	Sundiusite	3828
gsmin:suolunite	Suolunite	3829
gsmin:suredaite	Suredaite	7322
gsmin:surinamite	Surinamite	3830
gsmin:surite	Surite	3831
gsmin:surkhobite	Surkhobite	11524
gsmin:sursassite	Sursassite	3832
gsmin:susannite	Susannite	3833
gsmin:sussexite	Sussexite	3834
gsmin:suzukiite	Suzukiite	3835
gsmin:svabite	Svabite	3836
gsmin:svanbergite	Svanbergite	3837
gsmin:sveinbergeite	Sveinbergeite	40285
gsmin:sveite	Sveite	3838
gsmin:sverigeite	Sverigeite	3839
gsmin:svyatoslavite	Svyatoslavite	3840
gsmin:svyazhinite	Svyazhinite	3841
gsmin:swaknoite	Swaknoite	3842
gsmin:swartzite	Swartzite	3844
gsmin:swedenborgite	Swedenborgite	3845
gsmin:sweetite	Sweetite	3846
gsmin:swinefordite	Swinefordite	3847
gsmin:switzerite	Switzerite	3848
gsmin:sylvanite	Sylvanite	3849
gsmin:sylvite	Sylvite	3850
gsmin:symesite	Symesite	11033
gsmin:symplesite	Symplesite	3851
gsmin:synadelphite	Synadelphite	3852
gsmin:syngenite	Syngenite	3856
gsmin:szaibelyite	Szaibélyite	3857
gsmin:szenicsite	Szenicsite	3862
gsmin:szmikite	Szmikite	3858
gsmin:szomolnokite	Szomolnokite	3859
gsmin:szymanskiite	Szymanskiite	3860
gsmin:sohngeite	Söhngeite	3709
