s	label	def
min:laplandite-ce	Laplandite-(Ce)	Na4CeTiPO4Si7O18 · 5H2O Nickel-Strunz 09.DJ.10
min:laptevite-ce	Laptevite-(Ce)	Ca6(Fe2+,Mn2+)Y3REE7(SiO4)3(PO4)(B3Si3O18)(BO3)F11 Nickel-Strunz 09.AJ. Speculative Nickel-Strunz classification by the GSQ, Not approved by AMA.
min:larderellite	Larderellite	(NH4)B5O7(OH)2 · H2O Nickel-Strunz 06.EB.05
min:larisaite	Larisaite	Na(H3O)(UO2)3(SeO3)O2 · 4H2O Nickel-Strunz 04.JH.25
min:larnite	Larnite	Ca2SiO4 Nickel-Strunz 09.AD.05
min:larosite	Larosite	(Cu,Ag)21PbBiS13 Nickel-Strunz 02.LB.35
min:larsenite	Larsenite	PbZnSiO4 Nickel-Strunz 09.AB.10
min:lasalite	Lasalite	Na2Mg2(V10O28) · 20H2O Nickel-Strunz 04.HC.05
min:lasnierite	Lasnierite	(Ca,Sr)(Mg,Fe2+)2Al(P[O,F]4)3 Nickel-Strunz 99.99. Speculative Nickel-Strunz classification by the GSQ, Not approved by AMA.
min:latiumite	Latiumite	(Ca,K)4(Si,Al)5O11(SO4,CO3) Nickel-Strunz 09.EG.45
min:latrappite	Latrappite	Ca2NbFe3+O6 Nickel-Strunz 04.CC.30
min:laubmannite	Laubmannite	(Fe2+,Mn2+,Ca)3Fe3+6(PO4)4(OH)12 Nickel-Strunz 08.00.00
min:laueite	Laueite	Mn2+Fe3+2(PO4)2(OH)2 · 8H2O Nickel-Strunz 08.DC.30
min:laumontite	Laumontite	CaAl2Si4O12 · 4H2O Nickel-Strunz 09.GB.10
min:launayite	Launayite	CuPb10(Sb,As)12S20 Nickel-Strunz 02.LB.30
min:laurelite	Laurelite	Pb7F12Cl2 Nickel-Strunz 03.DC.20
min:laurentianite	Laurentianite	Na3Nb3Si4O17 · 9H2O Nickel-Strunz 99.99. Speculative Nickel-Strunz classification by the GSQ, Not approved by AMA.
min:laurionite	Laurionite	PbCl(OH) Nickel-Strunz 03.DC.05
min:laurite	Laurite	RuS2 Nickel-Strunz 02.EB.05a
min:lausenite	Lausenite	Fe2(SO4)3·5H2O Nickel-Strunz 07.CB.70
min:lautarite	Lautarite	Ca(IO3)2 Nickel-Strunz 04.KA.05
min:lautenthalite	Lautenthalite	PbCu4(SO4)2(OH)6 · 3H2O Nickel-Strunz 07.DE.70
min:lautite	Lautite	CuAsS Nickel-Strunz 02.CB.40
min:lavendulan	Lavendulan	NaCaCu5(AsO4)4Cl · 5H2O Nickel-Strunz 08.DG.05
min:laverovite	Laverovite	K2NaMn7Zr2(Si4O12)2O2(OH)4F Nickel-Strunz 99.99. Speculative Nickel-Strunz classification by the GSQ, Not approved by AMA.
min:lavinskyite	Lavinskyite	K(LiCu)Cu6(Si4O11)2(OH)4 Nickel-Strunz 09.00. Speculative Nickel-Strunz classification by the GSQ, Not approved by AMA.
min:lavoisierite	Lavoisierite	Mn2+8[Al10(Mn3+Mg)][Si11P]O44(OH)12 Nickel-Strunz 99.99. Speculative Nickel-Strunz classification by the GSQ, Not approved by AMA.
min:lavrentievite	Lavrentievite	Hg2+3S2(Cl,Br)2 Nickel-Strunz 02.FC.15a
min:lawrencite	Lawrencite	(Fe2+,Ni)Cl2 Nickel-Strunz 03.AB.20
min:lawsonbauerite	Lawsonbauerite	(Mn2+,Mg)9Zn4(SO4)2(OH)22 · 8H2O Nickel-Strunz 07.DD.40
min:lawsonite	Lawsonite	CaAl2(Si2O7)(OH)2 · H2O Nickel-Strunz 09.BE.05
min:lazaraskeite	Lazaraskeite	Cu(C2H3O3)2 Nickel-Strunz 10.00. Speculative Nickel-Strunz classification by the GSQ, Not approved by AMA.
min:lazarenkoite	Lazarenkoite	(Ca,Fe2+)Fe3+As3+3O7 · 3H2O Nickel-Strunz 04.JC.10
min:lazaridisite	Lazaridisite	3CdSO4·8H2O Nickel-Strunz 07.CB. Speculative Nickel-Strunz classification by the GSQ, Not approved by AMA.
min:lazulite	Lazulite	MgAl2(PO4)2(OH)2 Nickel-Strunz 08.BB.40
min:lazurite	Lazurite	Na6Ca2(Al6Si6O24)(SO4,S,S2,S3,Cl,OH)2 Nickel-Strunz 09.FB.10
min:lead	Lead	Pb Nickel-Strunz 01.AA.05
min:leadamalgam	Leadamalgam	Pb0.7Hg0.3 Nickel-Strunz 01.AD.30
min:leadhillite	Leadhillite	Pb4(CO3)2(SO4)(OH)2 Nickel-Strunz 05.BF.40
min:lechatelierite	Lechatelierite	SiO2 Nickel-Strunz 04.DA.30
min:lecontite	Lecontite	(NH4,K)NaSO4 · 2H2O Nickel-Strunz 07.CD.15
min:lecoqite-y	Lecoqite-(Y)	Na3Y(CO3)3 · 6H2O Nickel-Strunz 05.CC. Speculative Nickel-Strunz classification by the GSQ, Not approved by AMA.
min:leesite	Leesite	K(H2O)2[(UO2)4O2(OH)5]·3H2O Nickel-Strunz 99.99. Speculative Nickel-Strunz classification by the GSQ, Not approved by AMA.
min:lefontite	Lefontite	Fe2Al2Be(PO4)2(OH)6 Nickel-Strunz 08.00. Speculative Nickel-Strunz classification by the GSQ, Not approved by AMA.
min:legrandite	Legrandite	Zn2(AsO4)(OH) · H2O Nickel-Strunz 08.DC.10
min:leguernite	Leguernite	Bi38O42(SO4)15 Nickel-Strunz 07.A0.
min:lehmannite	Lehmannite	Na18Cu12TiO8(AsO4)8FCl5 Nickel-Strunz 08.B0. Speculative Nickel-Strunz classification by the GSQ, Not approved by AMA.
min:lehnerite	Lehnerite	Mn2+(UO2)2(PO4)2 · 8H2O Nickel-Strunz 08.EB.10
min:leifite	Leifite	(Na,H2O)Na6[Be2Al2(Al,Si)Si15O39]F2 Nickel-Strunz 09.EH.25
min:leightonite	Leightonite	K2Ca2Cu(SO4)4 · 2H2O Nickel-Strunz 07.CC.70
min:leisingite	Leisingite	CuMg2Te6+O6 · 6H2O Nickel-Strunz 04.FL.65
min:leiteite	Leiteite	Zn(As2O4) Nickel-Strunz 04.JA.05
min:lemanskiite	Lemanskiite	NaCaCu5(AsO4)4Cl · 3H2O Nickel-Strunz 08.DG.05
min:lemmleinite-ba	Lemmleinite-Ba	Na2K2Ba(Ti,Nb)4(Si4O12)2(O,OH)4 · 5H2O Nickel-Strunz 09.CE.30d
min:lemmleinite-k	Lemmleinite-K	K2(Ti,Nb)2(Si4O12)(OH,O)2 · 4H2O Nickel-Strunz 09.CE.30d
min:lemoynite	Lemoynite	(Na,K)2CaZr2Si10O26 · 5H2O Nickel-Strunz 09.DP.35
min:lenaite	Lenaite	AgFeS2 Nickel-Strunz 02.CB.10a
min:lengenbachite	Lengenbachite	Ag4Cu2Pb18As12S39 Nickel-Strunz 02.HF.30
min:leningradite	Leningradite	PbCu3(VO4)2Cl Nickel-Strunz 08.BH.65
min:lennilenapeite	Lennilenapeite	K6-7(Mg,Mn,Fe,Zn)48(Si,Al)72(O,OH)216 · 16H2O Nickel-Strunz 09.EG.40
min:lenoblite	Lenoblite	V4+2O4 · 2H2O Nickel-Strunz 04.HG.60
min:leogangite	Leogangite	Cu10(AsO4)4(SO4)(OH)6 · 8H2O Nickel-Strunz 08.CC.15
min:leonardsenite	Leonardsenite	MgAlF5·2H2O Nickel-Strunz 03.CB. Speculative Nickel-Strunz classification by the GSQ, Not approved by AMA.
min:leonite	Leonite	K2Mg(SO4)2 · 4H2O Nickel-Strunz 07.CC.55
min:lepageite	Lepageite	Mn2+3(Fe3+7Fe2+4)O3[Sb3+5As3+8O34] Nickel-Strunz 99.99. Speculative Nickel-Strunz classification by the GSQ, Not approved by AMA.
min:lepersonnite-gd	Lepersonnite-(Gd)	Ca(Gd,Dy)2(UO2)24(SiO4)4(CO3)8(OH)24 · 48H2O Nickel-Strunz 05.EG.10
min:lepidocrocite	Lepidocrocite	Î³-Fe3+O(OH) Nickel-Strunz 04.FE.15
min:lepkhenelmite-zn	Lepkhenelmite-Zn	(Ba,K)2Zn(Ti,Nb)4(Si4O12)2(O,OH)4 · 7H2O Nickel-Strunz 09.CE.30c
min:lermontovite	Lermontovite	U(PO4)(OH) · H2O Nickel-Strunz 08.DN.15
min:lesukite	Lesukite	Al2(OH)5Cl·2H2O Nickel-Strunz 03.BD.10
min:letovicite	Letovicite	(NH4)3H(SO4)2 Nickel-Strunz 07.AD.20
min:leucite	Leucite	K(AlSi2O6) Nickel-Strunz 09.GB.05
min:leucophanite	Leucophanite	NaCaBeSi2O6F Nickel-Strunz 09.DH.05
min:leucophoenicite	Leucophoenicite	Mn2+7(SiO4)3(OH)2 Nickel-Strunz 09.AF.60
min:leucophosphite	Leucophosphite	KFe3+2(PO4)2(OH) · 2H2O Nickel-Strunz 08.DH.10
min:leucosphenite	Leucosphenite	BaNa4Ti2B2Si10O30 Nickel-Strunz 09.DP.15
min:leucostaurite	Leucostaurite	Pb2[B5O9]Cl · 0.5H2O Nickel-Strunz 06.EA.05
min:levantite	Levantite	KCa3Al2(SiO4)(Si2O7)(PO4) Nickel-Strunz 99.99. Speculative Nickel-Strunz classification by the GSQ, Not approved by AMA.
min:leverettite	Leverettite	Cu3Co(OH)6Cl2 Nickel-Strunz 03.DA. Speculative Nickel-Strunz classification by the GSQ, Not approved by AMA.
min:levinsonite-y	Levinsonite-(Y)	(Y,Nd,La)Al(C2O4)(SO4)2 · 12H2O Nickel-Strunz 10.AB.70
min:leydetite	Leydetite	Fe(UO2)(SO4)2.11H2O Nickel-Strunz 07.EB. Speculative Nickel-Strunz classification by the GSQ, Not approved by AMA.
min:leoszilardite	Leószilárdite	Na6Mg(UO2)2(CO3)6·6H2O Nickel-Strunz 99.99. Speculative Nickel-Strunz classification by the GSQ, Not approved by AMA.
min:liandratite	Liandratite	U(Nb,Ta)2O8 Nickel-Strunz 04.DH.35
min:liberite	Liberite	Li2BeSiO4 Nickel-Strunz 09.AA.10
min:libethenite	Libethenite	Cu2(PO4)(OH) Nickel-Strunz 08.BB.30
min:liddicoatite	Liddicoatite	Ca(Li2Al)Al6(Si6O18)(BO3)3(OH)3(OH) Nickel-Strunz 09.CK.05
min:liebauite	Liebauite	Ca3Cu5Si9O26 Nickel-Strunz 09.DO.25
min:liebenbergite	Liebenbergite	(Ni,Mg)2SiO4 Nickel-Strunz 09.AC.05
min:liebermannite	Liebermannite	KAlSi3O8 Nickel-Strunz 09.FA. Speculative Nickel-Strunz classification by the GSQ, Not approved by AMA.
min:liebigite	Liebigite	Ca2(UO2)(CO3)3 · 11H2O Nickel-Strunz 05.ED.20
min:liguriaite	Liguriaite	K(LiCu)Cu6(Si4O11)2(OH)4 Nickel-Strunz 09.00. Speculative Nickel-Strunz classification by the GSQ, Not approved by AMA.
min:likasite	Likasite	Cu3(NO3)(OH)5 · 2H2O Nickel-Strunz 05.ND.05
min:lileyite	Lileyite	Ba2(Na,Fe,Ca)3MgTi2(Si2O7)2O2F2 Nickel-Strunz 09.BE.25
min:lillianite	Lillianite	Pb3-2xAgxBi2+xS6 Nickel-Strunz 02.JB.40a
min:lime	Lime	CaO Nickel-Strunz 04.AB.25
min:linarite	Linarite	PbCu(SO4)(OH)2 Nickel-Strunz 07.BC.65
min:lindackerite	Lindackerite	CuCu4(AsO4)2(HAsO4)2 · 9H2O Nickel-Strunz 08.CE.30
min:lindbergite	Lindbergite	Mn2+(C2O4) · 2H2O Nickel-Strunz 10.AB.05
min:lindgrenite	Lindgrenite	Cu3(MoO4)2(OH)2 Nickel-Strunz 07.GB.05
min:lindqvistite	Lindqvistite	Pb2Mn2+Fe16O27 Nickel-Strunz 04.CC.45
min:lindsleyite	Lindsleyite	(Ba,Sr)(Zr,Ca)(Fe,Mg)2(Ti,Cr,Fe)18O38 Nickel-Strunz 04.CC.40
min:lindstromite	Lindströmite	Pb3Cu3Bi7S15 Nickel-Strunz 02.HB.05a
min:lingunite	Lingunite	(Na,Ca)AlSi3O8 Nickel-Strunz 09.FA.70
min:linnaeite	Linnaeite	Co2+Co3+2S4 Nickel-Strunz 02.DA.05
min:lintisite	Lintisite	LiNa3Ti2(Si2O6)2O2 · 2H2O Nickel-Strunz 09.DB.15
min:linzhiite	Linzhiite	FeSi2 Nickel-Strunz 01.BB.20
min:liottite	Liottite	(Na,K)16Ca8(Al6Si6O24)3(SO4)5Cl4 Nickel-Strunz 09.FB.05
min:lipscombite	Lipscombite	Fe2+Fe3+2(PO4)2(OH)2 Nickel-Strunz 08.BB.90
min:lipuite	Lipuite	KNa8Mn3+5 Mg0.5[Si12O30(OH)4](PO4)O2(OH)2·4H2O Nickel-Strunz 99.99. Speculative Nickel-Strunz classification by the GSQ, Not approved by AMA.
min:liroconite	Liroconite	Cu2Al(AsO4)(OH)4 · 4H2O Nickel-Strunz 08.DF.20
min:lisetite	Lisetite	CaNa2Al4Si4O16 Nickel-Strunz 09.FA.55
min:lishizhenite	Lishizhenite	ZnFe2(SO4)4 · 14H2O Nickel-Strunz 07.CB.75
min:lisiguangite	Lisiguangite	PtCuBiS3 Nickel-Strunz 02.GA.25
min:lisitsynite	Lisitsynite	KBSi2O6 Nickel-Strunz 09.FA.25
min:liskeardite	Liskeardite	[(Al,Fe)32(AsO4)18(OH)42(H2O)22] · 52H2O Nickel-Strunz 08.DF.10
min:lislkirchnerite	Lislkirchnerite	Pb6Al(OH)8Cl2(NO3)5·2H2O Nickel-Strunz 05.DN. Speculative Nickel-Strunz classification by the GSQ, Not approved by AMA.
min:litharge	Litharge	PbO Nickel-Strunz 04.AC.20
min:lithiomarsturite	Lithiomarsturite	LiCa2Mn2Si5O14(OH) Nickel-Strunz 09.DK.05
min:lithiophilite	Lithiophilite	LiMn2+PO4 Nickel-Strunz 08.AB.10
min:lithiophorite	Lithiophorite	(Al,Li)MnO2(OH)2 Nickel-Strunz 04.FE.25
min:lithiophosphate	Lithiophosphate	Li3PO4 Nickel-Strunz 08.AA.20
min:lithiotantite	Lithiotantite	LiTa3O8 Nickel-Strunz 04.DB.40
min:lithiowodginite	Lithiowodginite	LiTa3O8 Nickel-Strunz 04.DB.40
min:lithosite	Lithosite	K6Al4Si8O25 · 2H2O Nickel-Strunz 09.GB.05
min:litidionite	Litidionite	CuNaKSi4O10 Nickel-Strunz 09.DG.70
min:litochlebite	Litochlebite	Ag2PbBi4Se8 Nickel-Strunz 02.HB.20e
min:litvinskite	Litvinskite	Na2(->>,Na,Mn)ZrSi6O12(OH,O)6 Nickel-Strunz 09.CJ.15a
min:liuite	Liuite	FeTiO3 Nickel-Strunz 04.CB.05 Speculative Nickel-Strunz classification by the GSQ, Not approved by AMA.
min:liveingite	Liveingite	Pb9As13S28 Nickel-Strunz 02.HC.05c
min:liversidgeite	Liversidgeite	Zn6(PO4)4 · 7H2O Nickel-Strunz 08.C0. Speculative Nickel-Strunz classification by the GSQ, Not approved by AMA.
min:livingstonite	Livingstonite	HgSb4S6(S2) Nickel-Strunz 02.JA.05i
min:lizardite	Lizardite	Mg3(Si2O5)(OH)4 Nickel-Strunz 09.ED.15
min:llantenesite	Llantenesite	Cu6Al[SeO4](OH)12Cl·3H2O Nickel-Strunz 07.DD. Speculative Nickel-Strunz classification by the GSQ, Not approved by AMA.
min:lobanovite	Lobanovite	K2Na(Fe2+4Mg2Na)Ti2(Si4O12)2O2(OH)4 Nickel-Strunz 09.DC.05
min:lokkaite-y	Lokkaite-(Y)	Ca(Y,Gd,Nd,Dy)4(CO3)7 · 9H2O Nickel-Strunz 05.CC.15
min:lombardoite	Lombardoite	Ba2Mn3+(AsO4)2(OH) Nickel-Strunz 08.BG. Speculative Nickel-Strunz classification by the GSQ, Not approved by AMA.
min:lomonosovite	Lomonosovite	Na5Ti2(Si2O7)(PO4)O2 Nickel-Strunz 09.BE.32
min:londonite	Londonite	(Cs,K,Rb)Al4Be4(B,Be)12O28 Nickel-Strunz 06.GC.05
min:lonecreekite	Lonecreekite	(NH4)Fe3+(SO4)2 · 12H2O Nickel-Strunz 07.CC.20
min:lonsdaleite	Lonsdaleite	C Nickel-Strunz 01.CB.10b
min:loparite-ce	Loparite-(Ce)	(Na,REE)Ti2O6 Nickel-Strunz 04.CC.35
min:lopatkaite	Lopatkaite	Pb5Sb3AsS11 Nickel-Strunz 02.HC. Speculative Nickel-Strunz classification by the GSQ, Not approved by AMA.
min:loranskite-y	Loranskite-(Y)	(Y,Ce,Ca)ZrTaO6 (?) Nickel-Strunz 04.DG.05
min:lorenzenite	Lorenzenite	Na2Ti2(Si2O6)O3 Nickel-Strunz 09.DB.10
min:lorettoite	Lorettoite	Pb7O6Cl2 Nickel-Strunz 03.00.00
min:lorandite	Lorándite	TlAsS2 Nickel-Strunz 02.HD.05
min:loseyite	Loseyite	(Mn2+,Zn,Mg)4Zn3(CO3)2(OH)10 Nickel-Strunz 05.BA.30
min:lotharmeyerite	Lotharmeyerite	Ca(Zn,Mn3+)2(AsO4)2 · 2(H2O,OH) Nickel-Strunz 08.CG.15
min:loudounite	Loudounite	NaCa5Zr4Si16O40(OH)11 · 8H2O Nickel-Strunz 09.HF.10
min:loughlinite	Loughlinite	Na2Mg3Si6O16 · 8H2O Nickel-Strunz 09.EE.25
min:lourenswalsite	Lourenswalsite	(K,Ba)2(Ti,Mg,Ca,Fe)4(Si,Al,Fe)6O14(OH)12 Nickel-Strunz 09.EJ.05
min:lovdarite	Lovdarite	K2Na6Be4Si14O36 · 9H2O Nickel-Strunz 09.GF.15
min:loveringite	Loveringite	(Ca,Ce,La)(Zr,Fe)(Mg,Fe)2(Ti,Fe,Cr,Al)18O38 Nickel-Strunz 04.CC.40
min:lovozerite	Lovozerite	Na2Ca(Zr,Ti)(Si6O12)[(OH)4O2] · H2O Nickel-Strunz 09.CJ.15a
min:luanheite	Luanheite	Ag3Hg Nickel-Strunz 01.AD.15b
min:luanshiweiite	Luanshiweiite	KLiAl1.5–¡0.5(Si3.5Al0.5)O10(OH,F)2 Nickel-Strunz 09.EJ. Speculative Nickel-Strunz classification by the GSQ, Not approved by AMA.
min:luberoite	Luberoite	Pt5Se4 Nickel-Strunz 02.BC.35
min:lucabindiite	Lucabindiite	(K,NH4)As4O6(Cl,Br) Nickel-Strunz 99.99. Speculative Nickel-Strunz classification by the GSQ, Not approved by AMA.
min:lucasite-ce	Lucasite-(Ce)	CeTi2(O,OH)6 Nickel-Strunz 04.DH.10
min:lucchesiite	Lucchesiite	CaFe2+3 Al6(Si6O18)(BO3)3(OH)3O Nickel-Strunz 09.CK.05 Speculative Nickel-Strunz classification by the GSQ, Not approved by AMA.
min:luddenite	Luddenite	Cu2Pb2Si5O14 · 4H2O Nickel-Strunz 09.HH.10
min:ludjibaite	Ludjibaite	Cu5(PO4)2(OH)4 Nickel-Strunz 08.BD.25
min:ludlamite	Ludlamite	Fe2+3(PO4)2 · 4H2O Nickel-Strunz 08.CD.20
min:ludlockite	Ludlockite	PbFe3+4As3+10O22 Nickel-Strunz 04.JA.45
min:ludwigite	Ludwigite	Mg2Fe3+(BO3)O2 Nickel-Strunz 06.AB.30
min:lueshite	Lueshite	NaNbO3 Nickel-Strunz 04.CC.30
min:luetheite	Luetheite	Cu2Al2(AsO4)2(OH)4 Nickel-Strunz 08.DD.05
min:luinaite-oh	Luinaite-(OH)	Na(Fe2+)3Al6(Si6O18)(BO3)3(OH)3(OH) Nickel-Strunz 09.CK.05
min:lukechangite-ce	Lukechangite-(Ce)	Na3Ce2(CO3)4F Nickel-Strunz 05.BD.05
min:lukkulaisvaaraite	Lukkulaisvaaraite	Pd14Ag2Te9 Nickel-Strunz 99.99. Speculative Nickel-Strunz classification by the GSQ, Not approved by AMA.
min:lukrahnite	Lukrahnite	Ca(Cu,Zn)(Fe3+,Zn)(AsO4)2 · 2(H2O,OH) Nickel-Strunz 08.CG.20
min:lulzacite	Lulzacite	Sr2Fe2+(Fe2+,Mg)2Al4(PO4)4(OH)10 Nickel-Strunz 08.BK.25
min:lumsdenite	Lumsdenite	NaCa3Mg2(As3+V4+2V5+10As5+6O51)·45H2O Nickel-Strunz 99.99. Speculative Nickel-Strunz classification by the GSQ, Not approved by AMA.
min:lunokite	Lun'okite	(Mn,Ca)(Mg,Fe,Mn)Al(PO4)2OH · 4H2O Nickel-Strunz 08.FH. Speculative Nickel-Strunz classification by the GSQ, Not approved by AMA.
min:lunijianlaite	Lunijianlaite	Li0.7Al6.2(AlSi7O20)(OH,O)10 Nickel-Strunz 09.EC.60
min:luobusaite	Luobusaite	Fe0.84Si2 Nickel-Strunz 01.BB.25
min:luogufengite	Luogufengite	Fe2O3 Nickel-Strunz 04.CB. Speculative Nickel-Strunz classification by the GSQ, Not approved by AMA.
min:lusernaite-y	Lusernaite-(Y)	Y4Al(CO3)2(OH)10F · 6H2O Nickel-Strunz 99.99. Speculative Nickel-Strunz classification by the GSQ, Not approved by AMA.
min:lussierite	Lussierite	Na10[(UO2)(SO4)4](SO4)2 · 3(H2O) Nickel-Strunz 99.99. Speculative Nickel-Strunz classification by the GSQ, Not approved by AMA.
min:luzonite	Luzonite	Cu3AsS4 Nickel-Strunz 02.KA.10
min:lyonsite	Lyonsite	Cu3Fe4(VO4)6 Nickel-Strunz 08.AB.40
min:langbanite	Långbanite	Mn2+4Mn3+9Sb5+O16(SiO4)2 Nickel-Strunz 09.AG.10
min:langbanshyttanite	Långbanshyttanite	Pb2Mn2Mg(AsO4)2(OH)4·6H2O Nickel-Strunz 99.99. Speculative Nickel-Strunz classification by the GSQ, Not approved by AMA.
min:lavenite	Låvenite	(Na,Ca)2(Mn2+,Fe2+)(Zr,Ti)(Si2O7)(O,OH,F)2 Nickel-Strunz 09.BE.17
min:levyclaudite	Lévyclaudite	Pb8Sn7Cu3(Bi,Sb)3S28 Nickel-Strunz 02.HF.25a
min:levyne-ca	Lévyne-Ca	(Ca,Na2,K2)[Al2Si4O12] · 6H2O Nickel-Strunz 09.GD.15
min:levyne-na	Lévyne-Na	(Na2,Ca,K2)[Al2Si4O12] · 6H2O Nickel-Strunz 09.GD.15
min:linekite	Línekite	K2Ca3[(UO2)(CO3)3]2 · 8H2O Nickel-Strunz 99.99. Speculative Nickel-Strunz classification by the GSQ, Not approved by AMA.
min:lopezite	Lópezite	K2Cr2O7 Nickel-Strunz 07.FD.05
min:lollingite	Löllingite	FeAs2 Nickel-Strunz 02.EB.15a
min:loweite	Löweite	Na12Mg7(SO4)13 · 15H2O Nickel-Strunz 07.CC.45
min:luneburgite	Lüneburgite	Mg3[B2(OH)6](PO4)2 · 6H2O Nickel-Strunz 06.AC.60
min:macaulayite	Macaulayite	(Fe,Al)24Si4O43(OH)2 Nickel-Strunz 09.EC.65
min:macdonaldite	Macdonaldite	BaCa4Si16O36(OH)2 · 10H2O Nickel-Strunz 09.EB.05
min:macedonite	Macedonite	PbTiO3 Nickel-Strunz 04.CC.35
min:macfallite	Macfallite	Ca2Mn3+3(SiO4)(Si2O7)(OH)3 Nickel-Strunz 09.BG.15
min:machatschkiite	Machatschkiite	(Ca,Na)6(AsO4)(HAsO4)3(PO4,SO4) · 15H2O Nickel-Strunz 08.CJ.35
min:machiite	Machiite	Al2Ti3O9 Nickel-Strunz 04.BD. Speculative Nickel-Strunz classification by the GSQ, Not approved by AMA.
min:mackayite	Mackayite	Fe3+(Te4+2O5)(OH) Nickel-Strunz 04.JL.10
min:mackinawite	Mackinawite	(Fe,Ni)9S8 Nickel-Strunz 02.CC.25
min:macphersonite	Macphersonite	Pb4(CO3)2(SO4)(OH)2 Nickel-Strunz 05.BF.40
min:macquartite	Macquartite	Cu2Pb7(CrO4)4(SiO4)2(OH)2 Nickel-Strunz 09.HH.05
min:madocite	Madocite	Pb19(Sb,As)16S43 Nickel-Strunz 02.LB.30
min:magadiite	Magadiite	Na2Si14O29 · 11H2O Nickel-Strunz 09.EA.20
min:magbasite	Magbasite	KBaFe3+Mg7Si8O22(OH)2F6 Nickel-Strunz 09.HA.25
min:maghagendorfite	Maghagendorfite	(–¡,Na,)(Na,Ca,Fe2+)Mn(Mg,Fe2+,Fe3+)3(PO4)3 Nickel-Strunz 08.AC.10
min:maghemite	Maghemite	(Fe3+0.67->>0.33)Fe3+2O4 Nickel-Strunz 04.BB.15
min:maghrebite	Maghrebite	MgAl2(AsO4)2(OH)2 · 8H2O Nickel-Strunz 08.DC.30
min:magnesio-arfvedsonite	Magnesio-arfvedsonite	{Na}{Na2}{Mg4Fe3+}(Si8O22)(OH)2 Nickel-Strunz 09.DE.25
min:magnesio-ferri-fluoro-hornblende	Magnesio-ferri-fluoro-hornblende	Ca2(Mg4Fe3+)(Si7Al)O22F2 Nickel-Strunz 09.DE. Speculative Nickel-Strunz classification by the GSQ, Not approved by AMA.
min:magnesio-ferri-hornblende	Magnesio-ferri-hornblende	˜?{Ca2}{Mg4Fe3+}(AlSi7O22)(OH)2 Nickel-Strunz 09.DE. Speculative Nickel-Strunz classification by the GSQ, Not approved by AMA.
min:magnesio-fluoro-arfvedsonite	Magnesio-fluoro-arfvedsonite	[Na][Na2][Mg4Fe3+][Si8O22](F,OH)2 Nickel-Strunz 09.DE.25
min:magnesio-fluoro-hastingsite	Magnesio-fluoro-hastingsite	{Na}{Ca2}{Mg4Fe3+}(Al2Si6O22)F2 Nickel-Strunz 09.DE.15
min:magnesio-fluoro-hornblende	Magnesio-fluoro-hornblende	(Na,K)1-xCa2Mg5(Si7Al)O22F2 Nickel-Strunz 09.DE. Speculative Nickel-Strunz classification by the GSQ, Not approved by AMA.
min:magnesio-foitite	Magnesio-foitite	(–¡,Na)(Mg2Al)Al6(Si6O18)(BO3)3(OH)3(OH) Nickel-Strunz 09.CK.05
min:magnesio-hastingsite	Magnesio-hastingsite	{Na}{Ca2}{Mg4Fe3+}(Al2Si6O22)(OH)2 Nickel-Strunz 09.DE.15
min:magnesio-hornblende	Magnesio-hornblende	˜?{Ca2}{Mg4Al}(AlSi7O22)(OH)2 Nickel-Strunz 09.DE.10
min:magnesio-riebeckite	Magnesio-riebeckite	->>{Na2}{Mg3Fe3+2}(Si8O22)(OH)2 Nickel-Strunz 09.DE.25
min:magnesioaubertite	Magnesioaubertite	(Mg,Cu)Al(SO4)2Cl · 14H2O Nickel-Strunz 07.DB.05
min:magnesiobeltrandoite-2n3s	Magnesiobeltrandoite-2N3S	(Mg6Al2)(Al18Fe3+2)O38(OH)2 Nickel-Strunz 04.CB. Speculative Nickel-Strunz classification by the GSQ, Not approved by AMA.
min:magnesiobermanite	Magnesiobermanite	MgMn3+2(PO4)2(OH)2·4H2O Nickel-Strunz 08.DC. Speculative Nickel-Strunz classification by the GSQ, Not approved by AMA.
min:magnesiocanutite	Magnesiocanutite	NaMnMg2[AsO4]2[AsO2(OH)2] Nickel-Strunz 08.00. Speculative Nickel-Strunz classification by the GSQ, Not approved by AMA.
min:magnesiocarpholite	Magnesiocarpholite	(Mg,Fe2+)Al2(Si2O6)(OH)4 Nickel-Strunz 09.DB.05
min:magnesiochloritoid	Magnesiochloritoid	MgAl2(SiO4)O(OH)2 Nickel-Strunz 09.AF.85
min:magnesiochlorophoenicite	Magnesiochlorophoenicite	(Mg,Mn)3Zn2(AsO4)(OH,O)6 Nickel-Strunz 08.BE.35
min:magnesiochromite	Magnesiochromite	MgCr2O4 Nickel-Strunz 04.BB.05
min:magnesiocopiapite	Magnesiocopiapite	MgFe3+4(SO4)6(OH)2 · 20H2O Nickel-Strunz 07.DB.35
min:magnesiocoulsonite	Magnesiocoulsonite	MgV2O4 Nickel-Strunz 04.BB.05
min:magnesiodumortierite	Magnesiodumortierite	(Mg,Ti,->>(Al,Mg)2Al4Si3O18-y(OH)yB y = 2-3 Nickel-Strunz 09.AJ.10
min:magnesioferrite	Magnesioferrite	MgFe3+2O4 Nickel-Strunz 04.BB.05
