label	s	strunz
Pyrargyrite	gcmin:pyrargyrite	02.GA.05
Pyrite	gcmin:pyrite	02.EB.05a
Pyrite Group	<https://w3id.org/geochem/1.0/min/grouplexicon/9258>	
Pyroaurite	gcmin:pyroaurite	05.DA.50
Pyrobelonite	gcmin:pyrobelonite	08.BH.40
Pyrochlore Group	<https://w3id.org/geochem/1.0/min/grouplexicon/3316>	
Pyrochlore Supergroup	<https://w3id.org/geochem/1.0/min/grouplexicon/29175>	
Pyrochroite	gcmin:pyrochroite	04.FE.05
Pyrolusite	gcmin:pyrolusite	04.DB.05
Pyromorphite	gcmin:pyromorphite	08.BN.05
Pyrope	gcmin:pyrope	09.AD.25
Pyrophanite	gcmin:pyrophanite	04.CB.05
Pyrophyllite	gcmin:pyrophyllite	09.EC.10
Pyrophyllite-Talc Group	<https://w3id.org/geochem/1.0/min/grouplexicon/39702>	
Pyrosmalite Group	<https://w3id.org/geochem/1.0/min/grouplexicon/39517>	
Pyrosmalite-(Fe)	gcmin:pyrosmalite-fe	09.EE.10
Pyrosmalite-(Mn)	gcmin:pyrosmalite-mn	09.EE.10
Pyrostilpnite	gcmin:pyrostilpnite	02.GA.10
Pyroxene Group	<https://w3id.org/geochem/1.0/min/grouplexicon/9767>	
Pyroxferroite	gcmin:pyroxferroite	09.DO.05
Pyroxmangite	gcmin:pyroxmangite	09.DO.05
Pyrrhotite	gcmin:pyrrhotite	02.CC.10
Pyrrhotite Group	<https://w3id.org/geochem/1.0/min/grouplexicon/39447>	
Pääkkönenite	gcmin:paakkonenite	0
Písekite-(Y)	gcmin:pisekite-y	04
P?íbramite	gcmin:pribramite	02.HA.05
Qandilite	gcmin:qandilite	04.BB.05
Qaqarssukite-(Ce)	gcmin:qaqarssukite-ce	05.BD.25
Qilianshanite	gcmin:qilianshanite	06.HA.55
Qingheiite	gcmin:qingheiite	08.AC.15
Qingheiite-(Fe<sup>2+</sup>)	gcmin:qingheiite-fe2	08.AC.15
Qitianlingite	gcmin:qitianlingite	04.DB.35
Quadratite	gcmin:quadratite	02.GC.25
Quadridavyne	gcmin:quadridavyne	09.FB.05
Quadruphite	gcmin:quadruphite	09.BE.45
Quartz	gcmin:quartz	04.DA.05
Queitite	gcmin:queitite	09.BF.20
Quenselite	gcmin:quenselite	04.FE.30
Quenstedtite	gcmin:quenstedtite	07.CB.65
Quetzalcoatlite	gcmin:quetzalcoatlite	04.FE.45
Quintinite	gcmin:quintinite	05.DA.40
Quintinite Group	<https://w3id.org/geochem/1.0/min/grouplexicon/43291>	
Quintinite-1M	gcmin:quintinite-1m	
Qusongite	gcmin:qusongite	01.BA.25
Raadeite	gcmin:raadeite	08.BE.30
Rabbittite	gcmin:rabbittite	05.ED.25
Rabejacite	gcmin:rabejacite	07.EC.10
Radhakrishnaite	gcmin:radhakrishnaite	03.AA.50
Radovanite	gcmin:radovanite	08.CB.40
Radtkeite	gcmin:radtkeite	02.FC.15d
Radvaniceite	gcmin:radvaniceite	02.EA
Raguinite	gcmin:raguinite	02.CB.60
Raisaite	gcmin:raisaite	07.CB.55
Raite	gcmin:raite	09.EE.55
Rajite	gcmin:rajite	04.JK.20
Rakovanite	gcmin:rakovanite	08.??
Ralstonite Group	<https://w3id.org/geochem/1.0/min/grouplexicon/51903>	
Ramanite-(Cs)	gcmin:ramanite-cs	06.EA.10
Ramanite-(Rb)	gcmin:ramanite-rb	06.EA.10
Rambergite	gcmin:rambergite	02.CB.45
Ramdohrite	gcmin:ramdohrite	02.JB.40a
Rameauite	gcmin:rameauite	04.GB.05
Ramikite-(Y)	gcmin:ramikite-y	05.BF.50
Rammelsbergite	gcmin:rammelsbergite	02.EB.15a
Ramsbeckite	gcmin:ramsbeckite	07.DD.60
Ramsdellite	gcmin:ramsdellite	04.DB.15a
Ramsdellite Group	<https://w3id.org/geochem/1.0/min/grouplexicon/39941>	
Ranciéite	gcmin:rancieite	04.FL.40
Rankachite	gcmin:rankachite	07.GB.25
Rankamaite	gcmin:rankamaite	04.DM.05
Rankinite	gcmin:rankinite	09.BC.15
Ransomite	gcmin:ransomite	07.CB.80
Ranunculite	gcmin:ranunculite	08.EB.40
Rapidcreekite	gcmin:rapidcreekite	07.DG.20
Rappoldite	gcmin:rappoldite	08.CG.20
Raslakite	gcmin:raslakite	09.CO.10
Raspite	gcmin:raspite	04.DG.20
Rastsvetaevite	gcmin:rastsvetaevite	09.CO.10
Rasvumite	gcmin:rasvumite	02.FB.20
Rathite	gcmin:rathite	02.HC.05d
Rauchite	gcmin:rauchite	08.??
Rauenthalite	gcmin:rauenthalite	08.CJ.40
Rauvite	gcmin:rauvite	04.HB.40
Ravatite	gcmin:ravatite	10.BA.40
Raydemarkite	gcmin:raydemarkite	04.FJ
Rayite	gcmin:rayite	02.HC.10d
Realgar	gcmin:realgar	02.FA.15a
Reaphookhillite	gcmin:reaphookhillite	08.CA.70
Rebulite	gcmin:rebulite	02.HD.25
Rectorite	gcmin:rectorite	09.EC.60
Redcanyonite	gcmin:redcanyonite	07.EC.05
Reddingite	gcmin:reddingite	08.CC.05
Redgillite	gcmin:redgillite	07.DD.70
Redingtonite	gcmin:redingtonite	07.CB.85
Redledgeite	gcmin:redledgeite	04.DK.05
Redondite	gcmin:redondite	08.CD.10
Reederite-(Y)	gcmin:reederite-y	05.BF.20
Reedmergnerite	gcmin:reedmergnerite	09.FA.35
Reevesite	gcmin:reevesite	05.DA.50
Refikite	gcmin:refikite	10.CA.05
Reichenbachite	gcmin:reichenbachite	08.BD.05
Reidite	gcmin:reidite	09.AD.45
Reinerite	gcmin:reinerite	04.JA.10
Reinhardbraunsite	gcmin:reinhardbraunsite	09.AF.45
Renardite	gcmin:renardite	08.EC.10
Rengeite	gcmin:rengeite	09.BE.70
Renierite	gcmin:renierite	02.CB.35a
Reppiaite	gcmin:reppiaite	08.BD.20
Retgersite	gcmin:retgersite	07.CB.30
Retzian Group	<https://w3id.org/geochem/1.0/min/grouplexicon/32010>	
Retzian-(Ce)	gcmin:retzian-ce	08.BM.05
Retzian-(La)	gcmin:retzian-la	08.BM.05
Retzian-(Nd)	gcmin:retzian-nd	08.BM.05
Revdite	gcmin:revdite	09.DM.30
Reyerite	gcmin:reyerite	09.EE.35
Reyerite Group	<https://w3id.org/geochem/1.0/min/grouplexicon/51722>	
Reynoldsite	gcmin:reynoldsite	07.FB.30
Rhabdophane Group	<https://w3id.org/geochem/1.0/min/grouplexicon/29326>	
Rhabdophane-(Ce)	gcmin:rhabdophane-ce	08.CJ.45
Rhabdophane-(La)	gcmin:rhabdophane-la	08.CJ.45
Rhabdophane-(Nd)	gcmin:rhabdophane-nd	08.CJ.45
Rhabdophane-(Y)	gcmin:rhabdophane-y	08.CJ.45
Rheniite	gcmin:rheniite	02.EB.35
Rhodarsenide	gcmin:rhodarsenide	02.AC.25b
Rhodesite	gcmin:rhodesite	09.EB.05
Rhodesite Group	<https://w3id.org/geochem/1.0/min/grouplexicon/54045>	
Rhodium	gcmin:rhodium	01.AF.10
Rhodizite	gcmin:rhodizite	06.GC.05
Rhodochrosite	gcmin:rhodochrosite	05.AB.05
Rhodonite	gcmin:rhodonite	09.DK.05
Rhodonite Group	<https://w3id.org/geochem/1.0/min/grouplexicon/40297>	
Rhodostannite	gcmin:rhodostannite	02.DA.10
Rhodplumsite	gcmin:rhodplumsite	02.BE.15
Rhomboclase	gcmin:rhomboclase	07.CB.55
Rhönite	gcmin:rhonite	09.DH.40
Rhönite Group	<https://w3id.org/geochem/1.0/min/grouplexicon/40090>	
Ribbeite	gcmin:ribbeite	09.AF.65
Richardsite	gcmin:richardsite	02.CB
Richellite	gcmin:richellite	08.BB.90
Richelsdorfite	gcmin:richelsdorfite	08.DK.??
Richetite	gcmin:richetite	04.GB.15
Richterite	gcmin:richterite	09.DE.20
Richterite Root Name Group	<https://w3id.org/geochem/1.0/min/grouplexicon/8699>	
Rickardite	gcmin:rickardite	02.BA.30
Rickturnerite	gcmin:rickturnerite	03.DB.??
Riebeckite	gcmin:riebeckite	09.DE.25
Riebeckite Root Name Group	<https://w3id.org/geochem/1.0/min/grouplexicon/8698>	
Rietveldite	gcmin:rietveldite	07.EB.10
Rilandite	gcmin:rilandite	09.HB.10
Rimkorolgite	gcmin:rimkorolgite	08.CH.45
Ringwoodite	gcmin:ringwoodite	09.AC.15
Rinkite Group	<https://w3id.org/geochem/1.0/min/grouplexicon/39735>	
Rinkite-(Ce)	gcmin:rinkite-ce	09
Rinkite-(Y)	gcmin:rinkite-y	09.BE.20
Rinmanite	gcmin:rinmanite	04.CB.40
Rinneite	gcmin:rinneite	03.CJ.05
Rinneite Group	<https://w3id.org/geochem/1.0/min/grouplexicon/43220>	
Riomarinaite	gcmin:riomarinaite	07.DF.75
Rittmannite	gcmin:rittmannite	08.DH.15
Rivadavite	gcmin:rivadavite	06.FA.20
Riversideite	gcmin:riversideite	09.DG.10
Robertsite	gcmin:robertsite	08.DH.30
Robinsonite	gcmin:robinsonite	02.HC.20
Rockbridgeite	gcmin:rockbridgeite	08.BC.10
Rockbridgeite Group	<https://w3id.org/geochem/1.0/min/grouplexicon/39395>	
Rodalquilarite	gcmin:rodalquilarite	04.JL.05
Rodolicoite	gcmin:rodolicoite	08.AA.05
Roeblingite	gcmin:roeblingite	09.CB.05
Roedderite	gcmin:roedderite	09.CM.05
Rogermitchellite	gcmin:rogermitchellite	09.??
Roggianite	gcmin:roggianite	09.GB.20
Rohaite	gcmin:rohaite	02.BD.35
Rokühnite	gcmin:rokuhnite	03.BB.10
Rollandite	gcmin:rollandite	08.CD.30
Romanèchite	gcmin:romanechite	04.DK.10
Romarchite	gcmin:romarchite	04.AC.20
Roméite Group	<https://w3id.org/geochem/1.0/min/grouplexicon/3443>	
Rondorfite	gcmin:rondorfite	09.AB.20
Rongibbsite	gcmin:rongibbsite	09.??
Ronneburgite	gcmin:ronneburgite	08.AC.75
Rooseveltite	gcmin:rooseveltite	08.AD.50
Roquesite	gcmin:roquesite	02.CB.10a
Rorisite	gcmin:rorisite	03.DC.25
Rosasite	gcmin:rosasite	05.BA.10
Rosasite Group	<https://w3id.org/geochem/1.0/min/grouplexicon/29327>	
Roscherite	gcmin:roscherite	08.DA.10
Roscherite Group	<https://w3id.org/geochem/1.0/min/grouplexicon/39378>	
Roscoelite	gcmin:roscoelite	09.EC.15
Roselite	gcmin:roselite	08.CG.10
Roselite Group	<https://w3id.org/geochem/1.0/min/grouplexicon/29328>	
Roselite-ß	gcmin:roselite-beta	08.CG.10
Rosemaryite	gcmin:rosemaryite	08.AC.15
Rosenbergite	gcmin:rosenbergite	03.CD.05
Rosenbuschite	gcmin:rosenbuschite	09.BE.22
Rosenbuschite Group	<https://w3id.org/geochem/1.0/min/grouplexicon/39538>	
Rosenhahnite	gcmin:rosenhahnite	09.BJ.10
Roshchinite	gcmin:roshchinite	02.JB.40a
Rosiaite	gcmin:rosiaite	04.DH.25
Rosickýite	gcmin:rosickyite	01.CC.05
Rosièresite	gcmin:rosieresite	08.DF.10
Rossiantonite	gcmin:rossiantonite	08.DB.50
Rossite	gcmin:rossite	04.HD.05
Rossmanite	gcmin:rossmanite	09.CK.05
Rossovskyite	gcmin:rossovskyite	04.DB.30
Rostite	gcmin:rostite	07.DB.10
Rouaite	gcmin:rouaite	05.NB.05
Roubaultite	gcmin:roubaultite	05.EA.25
Roumaite	gcmin:roumaite	09.BE.20
Rouseite	gcmin:rouseite	04.JC.15
Routhierite	gcmin:routhierite	02.GA.40
Routhierite Group	<https://w3id.org/geochem/1.0/min/grouplexicon/46588>	
Rouvilleite	gcmin:rouvilleite	05.BC.10
Rouxelite	gcmin:rouxelite	02.JB.25j
Roweite	gcmin:roweite	06.DA.25
Rowlandite-(Y)	gcmin:rowlandite-y	09.HG.20
Rowleyite	gcmin:rowleyite	08.DH
Roxbyite	gcmin:roxbyite	02.BA.05
Rozenite	gcmin:rozenite	07.CB.15
Rozenite Group	<https://w3id.org/geochem/1.0/min/grouplexicon/29329>	
Rozhdestvenskayaite Subgroup	<https://w3id.org/geochem/1.0/min/grouplexicon/54914>	
Rozhdestvenskayaite-(Zn)	gcmin:rozhdestvenskayaite-zn	02.GB.05
Rruffite	gcmin:rruffite	08.CG.10
Ruarsite	gcmin:ruarsite	02.EB.20
Rubicline	gcmin:rubicline	09.FA.30
Rubinite	gcmin:rubinite	09.AD.25
Rucklidgeite	gcmin:rucklidgeite	02.GC.40c
Rudenkoite	gcmin:rudenkoite	09.HA.50
Ruifrancoite	gcmin:ruifrancoite	08.DA.10
Ruitenbergite	gcmin:ruitenbergite	06.GD.05
Ruizite	gcmin:ruizite	09.BJ.35
Ruizite Group	<https://w3id.org/geochem/1.0/min/grouplexicon/52090>	
Rumoiite	gcmin:rumoiite	01.AC.20
Rumseyite	gcmin:rumseyite	03.DC.52
Rusakovite	gcmin:rusakovite	08.DF.15
Rusinovite	gcmin:rusinovite	09.??
Russellite	gcmin:russellite	04.DE.15
Rustenburgite	gcmin:rustenburgite	01.AG.10
Rustumite	gcmin:rustumite	09.BG.30
Ruthenarsenite	gcmin:ruthenarsenite	02.CC.15
Rutheniridosmine	gcmin:rutheniridosmine	01.AF.05
Ruthenium	gcmin:ruthenium	01.AF.05
Rutherfordine	gcmin:rutherfordine	05.EB.05
Rutile	gcmin:rutile	04.DB.05
Rutile Group	<https://w3id.org/geochem/1.0/min/grouplexicon/29330>	
Rynersonite	gcmin:rynersonite	04.DF.05
Rémondite-(Ce)	gcmin:remondite-ce	05.AD.15
Rémondite-(La)	gcmin:remondite-la	05.AD.15
Römerite	gcmin:romerite	07.CB.75
Röntgenite-(Ce)	gcmin:rontgenite-ce	05.BD.20d
Rösslerite	gcmin:rosslerite	08.CE.20
Rüdlingerite	gcmin:rudlingerite	08.FC.05
Sabatierite	gcmin:sabatierite	02.BD.45
Sabelliite	gcmin:sabelliite	08.BE.65
Sabieite	gcmin:sabieite	07.AC.20
Sabinaite	gcmin:sabinaite	05.BB.20
Sabugalite	gcmin:sabugalite	08.EB.55
Sacrofanite	gcmin:sacrofanite	09.FB.05
Sadanagaite	gcmin:sadanagaite	09.DE.15
Sadanagaite Root Name Group	<https://w3id.org/geochem/1.0/min/grouplexicon/8787>	
Saddlebackite	gcmin:saddlebackite	02.GC.40d
Safflorite	gcmin:safflorite	02.EB.15a
Sahamalite-(Ce)	gcmin:sahamalite-ce	05.AD.05
Sahlinite	gcmin:sahlinite	08.BO.20
Sailaufite	gcmin:sailaufite	08.DH.30
Sainfeldite	gcmin:sainfeldite	08.CB.10
Sakhaite	gcmin:sakhaite	06.AB.65
Sakuraiite	gcmin:sakuraiite	02.CB.05b
Salammoniac	gcmin:salammoniac	03.AA.25
Salesite	gcmin:salesite	04.KB.05
Saliotite	gcmin:saliotite	09.EC.60
Salt of organic acid	strunz:s10_A	
Saltonseaite	gcmin:saltonseaite	03.??
Salzburgite	gcmin:salzburgite	02.HB.05a
Saléeite	gcmin:saleeite	08.EB.05
Samaniite	gcmin:samaniite	02.BB.??
Samarskite Group	<https://w3id.org/geochem/1.0/min/grouplexicon/39540>	
Samarskite-(Y)	gcmin:samarskite-y	
Samarskite-(Yb)	gcmin:samarskite-yb	
Samfowlerite	gcmin:samfowlerite	09.BF.10
Sampleite	gcmin:sampleite	08.DG.05
Samsonite	gcmin:samsonite	02.GA.15
Samuelsonite	gcmin:samuelsonite	08.BF.10
Sanbornite	gcmin:sanbornite	09.EF.10
Sanderite	gcmin:sanderite	07.CB.07
Saneroite	gcmin:saneroite	09.DK.15
Sanidine	gcmin:sanidine	09.FA.30
Sanjuanite	gcmin:sanjuanite	08.DB.30
Sanjuanite-Destinezite Group	<https://w3id.org/geochem/1.0/min/grouplexicon/32488>	
Sanmartinite	gcmin:sanmartinite	04.DB.30
Sanrománite	gcmin:sanromanite	05.AC.30
Santabarbaraite	gcmin:santabarbaraite	08.CE.80
Santaclaraite	gcmin:santaclaraite	09.DK.10
Santafeite	gcmin:santafeite	08.DM.40
Santanaite	gcmin:santanaite	07.FB.10
Santarosaite	gcmin:santarosaite	06.BD.05
Santite	gcmin:santite	06.EA.10
Saponite	gcmin:saponite	09.EC.45
Sapphirine	gcmin:sapphirine	09.DH.45
Sapphirine Group	<https://w3id.org/geochem/1.0/min/grouplexicon/40091>	
Sapphirine Supergroup	<https://w3id.org/geochem/1.0/min/grouplexicon/29265>	
Sarabauite	gcmin:sarabauite	02.MA.10
Saranchinaite	gcmin:saranchinaite	07.AC.45
Sarcolite	gcmin:sarcolite	09.EH.15
Sarcopside	gcmin:sarcopside	08.AB.15
Sarcopside Group	<https://w3id.org/geochem/1.0/min/grouplexicon/43655>	
Sardignaite	gcmin:sardignaite	04.DM.50
Sarkinite	gcmin:sarkinite	08.BB.15
Sarmientite	gcmin:sarmientite	08.DB.35
Sarrabusite	gcmin:sarrabusite	04.JG.55
Sartorite	gcmin:sartorite	02.HC.05a
Sartorite Group	<https://w3id.org/geochem/1.0/min/grouplexicon/39077>	
Sarvodaite	gcmin:sarvodaite	07.CB
Saryarkite-(Y)	gcmin:saryarkite-y	08.DO.25
Sasaite	gcmin:sasaite	08.DB.55
Sassolite	gcmin:sassolite	06.AA.05
Satimolite	gcmin:satimolite	06.HA.15
Satpaevite	gcmin:satpaevite	04.HG.65
Satterlyite	gcmin:satterlyite	08.BB.20
Sauconite	gcmin:sauconite	09.EC.45
Sayrite	gcmin:sayrite	04.GB.50
Sazhinite-(Ce)	gcmin:sazhinite-ce	09.EA.30
Sazhinite-(La)	gcmin:sazhinite-la	09.EA.30
Sazykinaite-(Y)	gcmin:sazykinaite-y	09.DM.10
Sbacchiite	gcmin:sbacchiite	03.CB.55
Sborgite	gcmin:sborgite	06.EA.05
Sborgite Group	<https://w3id.org/geochem/1.0/min/grouplexicon/35810>	
Scacchite	gcmin:scacchite	03.AB.20
Scainiite	gcmin:scainiite	02.JB.35b
Scandiobabingtonite	gcmin:scandiobabingtonite	09.DK.05
Scapolite	<https://w3id.org/geochem/1.0/min/grouplexicon/8778>	
Scapolite Group	<https://w3id.org/geochem/1.0/min/grouplexicon/29331>	
Scarbroite	gcmin:scarbroite	05.DA.35
Scawtite	gcmin:scawtite	09.CK.15
Scenicite	gcmin:scenicite	07.EA
Schachnerite	gcmin:schachnerite	01.AD.15a
Schafarzikite	gcmin:schafarzikite	04.JA.20
Schairerite	gcmin:schairerite	07.BD.10
Schallerite	gcmin:schallerite	09.EE.15
Schapbachite	gcmin:schapbachite	02.JA.15
Schaurteite	gcmin:schaurteite	07.DF.25
Scheelite	gcmin:scheelite	07.GA.05
Scheelite Group	<https://w3id.org/geochem/1.0/min/grouplexicon/32622>	
Schertelite	gcmin:schertelite	08.CH.30
Scheuchzerite	gcmin:scheuchzerite	09.DM.35
Schiavinatoite	gcmin:schiavinatoite	06.AC.15
Schieffelinite	gcmin:schieffelinite	07.CD.55
Schindlerite	gcmin:schindlerite	04.HC.60
Schizolite	gcmin:schizolite	09.DG.05
Schlegelite	gcmin:schlegelite	08.BO.45
Schlemaite	gcmin:schlemaite	02.BE.25
Schlossmacherite	gcmin:schlossmacherite	07.BC.10
Schlüterite-(Y)	gcmin:schluterite-y	09.B?.
Schmiederite	gcmin:schmiederite	07.BC.65
Schmitterite	gcmin:schmitterite	04.JK.70
Schneebergite	gcmin:schneebergite	08.CG.15
Schneiderhöhnite	gcmin:schneiderhohnite	04.JA.35
Schoderite	gcmin:schoderite	08.CE.70
Schoenfliesite	gcmin:schoenfliesite	04.FC.10
Schoenfliesite Subgroup	<https://w3id.org/geochem/1.0/min/grouplexicon/29332>	
Schoepite	gcmin:schoepite	04.GA.05
Schoepite Group	<https://w3id.org/geochem/1.0/min/grouplexicon/40555>	
Scholzite	gcmin:scholzite	08.CA.45
Schoonerite	gcmin:schoonerite	08.DB.15
Schoonerite Group	<https://w3id.org/geochem/1.0/min/grouplexicon/52597>	
Schorl	gcmin:schorl	09.CK.05
Schorlomite	gcmin:schorlomite	09.AD.25
Schorlomite Group	<https://w3id.org/geochem/1.0/min/grouplexicon/52727>	
Schreibersite	gcmin:schreibersite	01.BD.05
Schreyerite	gcmin:schreyerite	04.CB.35
Schröckingerite	gcmin:schrockingerite	05.EG.05
Schubnelite	gcmin:schubnelite	08.CB.35
Schuetteite	gcmin:schuetteite	07.BB.40
Schuilingite-(Nd)	gcmin:schuilingite-nd	05.DB.20
Schulenbergite	gcmin:schulenbergite	07.DD.80
Schultenite	gcmin:schultenite	08.AD.30
Schumacherite	gcmin:schumacherite	08.BO.10
Schwartzembergite	gcmin:schwartzembergite	04.KB.10
Schwertmannite	gcmin:schwertmannite	07.DE.15
Schäferite	gcmin:schaferite	08.AC.25
Schüllerite	gcmin:schullerite	09.BE.25
Sclarite	gcmin:sclarite	05.BA.30
Scolecite	gcmin:scolecite	09.GA.05
Scorodite	gcmin:scorodite	08.CD.10
Scorzalite	gcmin:scorzalite	08.BB.40
Scotlandite	gcmin:scotlandite	04.JE.20
Scottyite	gcmin:scottyite	09.??
Scrutinyite	gcmin:scrutinyite	04.DB.20
Seamanite	gcmin:seamanite	06.AC.65
Searlesite	gcmin:searlesite	09.EF.15
Sederholmite	gcmin:sederholmite	02.CC.05
Sedovite	gcmin:sedovite	07.HA.05
Seeligerite	gcmin:seeligerite	04.KB.15
Seelite	gcmin:seelite	04.JD.10
Segelerite	gcmin:segelerite	08.DH.20
Segnitite	gcmin:segnitite	08.BL.10
Seidite-(Ce)	gcmin:seidite-ce	09.DJ.20
Seidozerite	gcmin:seidozerite	09.BE.25
Seidozerite Supergroup 	<https://w3id.org/geochem/1.0/min/grouplexicon/50368>	
Seinäjokite	gcmin:seinajokite	02.EB.15b
Sejkoraite-(Y)	gcmin:sejkoraite-y	07.EC.15
Sekaninaite	gcmin:sekaninaite	09.CJ.10
Seleniospinel Group	<https://w3id.org/geochem/1.0/min/grouplexicon/52867>	
Selenite with additional anions and H2O	strunz:s04_JJ	
"Selenite with additional anions, without H2O"	strunz:s04_JG	
"Selenite without additional anions, with H2O"	strunz:s04_JH	
"Selenite without additional anions, without H2O"	strunz:s04_JF	
Selenium	gcmin:selenium	01.CC.10
Selenium Group	<https://w3id.org/geochem/1.0/min/grouplexicon/53339>	
Selenojalpaite	gcmin:selenojalpaite	02.BA.45
Selenopolybasite	gcmin:selenopolybasite	02.GB.15
Selenostephanite	gcmin:selenostephanite	02.GB.10
Seligmannite	gcmin:seligmannite	02.GA.50
Sellaite	gcmin:sellaite	03.AB.15
Selwynite	gcmin:selwynite	08.CA.20
Semenovite-(Ce)	gcmin:semenovite-ce	09.DN.10
Semseyite	gcmin:semseyite	02.HC.10d
Senaite	gcmin:senaite	04.CC.40
Senarmontite	gcmin:senarmontite	04.CB.50
Senegalite	gcmin:senegalite	08.DE.05
Sengierite	gcmin:sengierite	04.HB.10
Senkevichite	gcmin:senkevichite	09.DG.75
Sepiolite	gcmin:sepiolite	09.EE.25
Sepiolite Group	<https://w3id.org/geochem/1.0/min/grouplexicon/35733>	
Serandite	gcmin:serandite	09.DG.05
Serendibite	gcmin:serendibite	09.DH.40
Sergeevite	gcmin:sergeevite	05.DB.25
Serpentine Subgroup	<https://w3id.org/geochem/1.0/min/grouplexicon/11135>	
Serpierite	gcmin:serpierite	07.DD.30
Serrabrancaite	gcmin:serrabrancaite	08.CB.05
Sewardite	gcmin:sewardite	08.BH.30
Shabaite-(Nd)	gcmin:shabaite-nd	05.EE.10
Shabynite	gcmin:shabynite	06.AB.55
Shadlunite	gcmin:shadlunite	02.BB.15
Shafranovskite	gcmin:shafranovskite	09.EE.65
Shakhovite	gcmin:shakhovite	04.FB.05
Shandite	gcmin:shandite	02.BE.15
Shannonite	gcmin:shannonite	05.BE.05
Sharpite	gcmin:sharpite	05.EA.35
Sharyginite	gcmin:sharyginite	04.AC.10
Shattuckite	gcmin:shattuckite	09.DB.40
Shcherbakovite	gcmin:shcherbakovite	09.DH.20
Shcherbinaite	gcmin:shcherbinaite	04.HE.10
Sheldrickite	gcmin:sheldrickite	05.DC.15
Shenzhuangite	gcmin:shenzhuangite	02.CB.07a
Sherwoodite	gcmin:sherwoodite	04.HC.15
Shibkovite	gcmin:shibkovite	09.CM.05
Shigaite	gcmin:shigaite	07.DD.35
Shimazakiite	gcmin:shimazakiite	09.AJ.??
Shirokshinite	gcmin:shirokshinite	09.EC.20
Shirozulite	gcmin:shirozulite	09.EC.20
Shkatulkalite	gcmin:shkatulkalite	09.BE.50
Shlykovite	gcmin:shlykovite	09.??
Shomiokite-(Y)	gcmin:shomiokite-y	05.CC.20
Shortite	gcmin:shortite	05.AC.25
Shuangfengite	gcmin:shuangfengite	02.EA.20
Shubnikovite	gcmin:shubnikovite	08.DG.05
Shuiskite	gcmin:shuiskite	09.BG.20
Shuiskite Subgroup	<https://w3id.org/geochem/1.0/min/grouplexicon/54392>	
Shulamitite	gcmin:shulamitite	04.??
Shumwayite	gcmin:shumwayite	07.EA.15
Shungite	gcmin:shungite	
Sibirskite	gcmin:sibirskite	06.BC.20
Sicherite	gcmin:sicherite	02.HD.55
Sicklerite	gcmin:sicklerite	08.AB.10
Siderazot	gcmin:siderazot	01.BC.10
Siderite	gcmin:siderite	05.AB.05
Sideronatrite	gcmin:sideronatrite	07.DF.20
Siderophyllite	gcmin:siderophyllite	09.EC.20
Siderotil	gcmin:siderotil	09.EC.20
Sidorenkite	gcmin:sidorenkite	05.BF.10
Sidorovite	gcmin:sidorovite	01.AG
Sidpietersite	gcmin:sidpietersite	07.JA.05
Sidwillite	gcmin:sidwillite	04.FJ.05
Siegenite	gcmin:siegenite	02.DA.05
Sieleckiite	gcmin:sieleckiite	08.DF.25
Sigloite	gcmin:sigloite	08.DC.30
Silesiaite	gcmin:silesiaite	09.BC.30
Silhydrite	gcmin:silhydrite	04.FM.30
"Silicate, unclassified"	strunz:s09_H	
"Silicate, unclassified: With Alkali and Alkali-earth Elements"	strunz:s09_HA	
"Silicate, unclassified: With Co, Ni"	strunz:s09_HD	
"Silicate, unclassified: With Cu, Zn"	strunz:s09_HE	
"Silicate, unclassified: With Mn, Fe"	strunz:s09_HC	
"Silicate, unclassified: With Nb, Ta, Zr"	strunz:s09_HF	
"Silicate, unclassified: With Pb"	strunz:s09_HH	
"Silicate, unclassified: With REE, Th"	strunz:s09_HG	
"Silicate, unclassified: With Ti, V, Cr"	strunz:s09_HB	
Silicides	strunz:s01_BB	
Silicocarnotite	gcmin:silicocarnotite	09.AH.20
Silicofluoride	strunz:s03_CH	
Silicon	gcmin:silicon	01.CB.15
Silinaite	gcmin:silinaite	09.EF.20
Sillimanite	gcmin:sillimanite	09.AF.05
Sillénite	gcmin:sillenite	04.CB.70
Silver	gcmin:silver	01.AA.05
Silver Amalgam Group	<https://w3id.org/geochem/1.0/min/grouplexicon/35460>	
Silvialite	gcmin:silvialite	09.FB.15
Simferite	gcmin:simferite	08.AB.10
Simmonsite	gcmin:simmonsite	03.CB.15
Simonellite	gcmin:simonellite	10.BA.45
Simonite	gcmin:simonite	02.GC.20
Simonkolleite	gcmin:simonkolleite	03.DA.20
"Simple halides, with H2O"	strunz:s03_B	
"Simple halides, with H2O + OH"	strunz:s03_BD	
"Simple halides, with H2O, M:X 1:2"	strunz:s03_BB	
"Simple halides, with H2O, M:X 1:3"	strunz:s03_BC	
"Simple halides, with H2O, M:X 1:<2"	strunz:s03_BA	
"Simple halides, without H2O"	strunz:s03_A	
"Simple halides, without H2O, M:X 1:2"	strunz:s03_AB	
"Simple halides, without H2O, M:X 1:3"	strunz:s03_AC	
"Simple halides, without H2O, M:X 1:<2"	strunz:s03_AA	
Simplotite	gcmin:simplotite	04.HG.20
Simpsonite	gcmin:simpsonite	04.DC.10
Sincosite	gcmin:sincosite	08.CJ.65
