s	label	mindatid	mindatLongid	strunz10.1	strunz10.2	strunz10.3	parent	skos:broader	
gsmin:vanadio-oxy-dravite	Vanadio-oxy-dravite	43563	1:1:43563:7	9	CK	??	s09_CK	gkosg:s09_CK	gsmin:vanadio-oxy-dravite  gsmin:mindaturi  <https://www.mindat.org/1:1:43563:7> .
gsmin:chromium-dravite	Chromium-dravite	1031	1:1:1031:9	9	CK	5	s09_CK	gkosg:s09_CK	gsmin:chromium-dravite  gsmin:mindaturi  <https://www.mindat.org/1:1:1031:9> .
gsmin:chromo-alumino-povondraite	Chromo-alumino-povondraite	39891	1:1:39891:0	9	CK	5	s09_CK	gkosg:s09_CK	gsmin:chromo-alumino-povondraite  gsmin:mindaturi  <https://www.mindat.org/1:1:39891:0> .
gsmin:dravite	Dravite	1318	1:1:1318:1	9	CK	5	s09_CK	gkosg:s09_CK	gsmin:dravite  gsmin:mindaturi  <https://www.mindat.org/1:1:1318:1> .
gsmin:elbaite	Elbaite	1364	1:1:1364:8	9	CK	5	s09_CK	gkosg:s09_CK	gsmin:elbaite  gsmin:mindaturi  <https://www.mindat.org/1:1:1364:8> .
gsmin:feruvite	Feruvite	1540	1:1:1540:6	9	CK	5	s09_CK	gkosg:s09_CK	gsmin:feruvite  gsmin:mindaturi  <https://www.mindat.org/1:1:1540:6> .
gsmin:fluor-buergerite	Fluor-buergerite	818	1:1:818:7	9	CK	5	s09_CK	gkosg:s09_CK	gsmin:fluor-buergerite  gsmin:mindaturi  <https://www.mindat.org/1:1:818:7> .
gsmin:fluor-dravite	Fluor-dravite	39892	1:1:39892:9	9	CK	5	s09_CK	gkosg:s09_CK	gsmin:fluor-dravite  gsmin:mindaturi  <https://www.mindat.org/1:1:39892:9> .
gsmin:fluor-liddicoatite	Fluor-liddicoatite	41296	1:1:41296:4	9	CK	5	s09_CK	gkosg:s09_CK	gsmin:fluor-liddicoatite  gsmin:mindaturi  <https://www.mindat.org/1:1:41296:4> .
gsmin:fluor-schorl	Fluor-schorl	29118	1:1:29118:5	9	CK	5	s09_CK	gkosg:s09_CK	gsmin:fluor-schorl  gsmin:mindaturi  <https://www.mindat.org/1:1:29118:5> .
gsmin:fluor-uvite	Fluor-uvite	4126	1:1:4126:9	9	CK	5	s09_CK	gkosg:s09_CK	gsmin:fluor-uvite  gsmin:mindaturi  <https://www.mindat.org/1:1:4126:9> .
gsmin:foitite	Foitite	1579	1:1:1579:6	9	CK	5	s09_CK	gkosg:s09_CK	gsmin:foitite  gsmin:mindaturi  <https://www.mindat.org/1:1:1579:6> .
gsmin:olenite	Olenite	2972	1:1:2972:4	9	CK	5	s09_CK	gkosg:s09_CK	gsmin:olenite  gsmin:mindaturi  <https://www.mindat.org/1:1:2972:4> .
gsmin:oxy-dravite	Oxy-dravite	10966	1:1:10966:2	9	CK	5	s09_CK	gkosg:s09_CK	gsmin:oxy-dravite  gsmin:mindaturi  <https://www.mindat.org/1:1:10966:2> .
gsmin:oxy-vanadium-dravite	Oxy-vanadium-dravite	10380	1:1:10380:8	9	CK	5	s09_CK	gkosg:s09_CK	gsmin:oxy-vanadium-dravite  gsmin:mindaturi  <https://www.mindat.org/1:1:10380:8> .
gsmin:povondraite	Povondraite	3274	1:1:3274:8	9	CK	5	s09_CK	gkosg:s09_CK	gsmin:povondraite  gsmin:mindaturi  <https://www.mindat.org/1:1:3274:8> .
gsmin:rossmanite	Rossmanite	7275	1:1:7275:1	9	CK	5	s09_CK	gkosg:s09_CK	gsmin:rossmanite  gsmin:mindaturi  <https://www.mindat.org/1:1:7275:1> .
gsmin:schorl	Schorl	3578	1:1:3578:7	9	CK	5	s09_CK	gkosg:s09_CK	gsmin:schorl  gsmin:mindaturi  <https://www.mindat.org/1:1:3578:7> .
gsmin:abenakiite-ce	Abenakiite-(Ce)	2	1:1:2:4	9	CK	10	s09_CK	gkosg:s09_CK	gsmin:abenakiite-ce  gsmin:mindaturi  <https://www.mindat.org/1:1:2:4> .
gsmin:scawtite	Scawtite	3552	1:1:3552:7	9	CK	15	s09_CK	gkosg:s09_CK	gsmin:scawtite  gsmin:mindaturi  <https://www.mindat.org/1:1:3552:7> .
gsmin:steenstrupine-ce	Steenstrupine-(Ce)	3756	1:1:3756:9	9	CK	20	s09_CK	gkosg:s09_CK	gsmin:steenstrupine-ce  gsmin:mindaturi  <https://www.mindat.org/1:1:3756:9> .
gsmin:thorosteenstrupine	Thorosteenstrupine	3949	1:1:3949:5	9	CK	20	s09_CK	gkosg:s09_CK	gsmin:thorosteenstrupine  gsmin:mindaturi  <https://www.mindat.org/1:1:3949:5> .
gsmin:tienshanite	Tienshanite	3958	1:1:3958:7	9	CL	5	s09_CL	gkosg:s09_CL	gsmin:tienshanite  gsmin:mindaturi  <https://www.mindat.org/1:1:3958:7> .
gsmin:friedrichbeckeite	Friedrichbeckeite	38698	1:1:38698:8	9	CM	??	s09_CM	gkosg:s09_CM	gsmin:friedrichbeckeite  gsmin:mindaturi  <https://www.mindat.org/1:1:38698:8> .
gsmin:almarudite	Almarudite	25681	1:1:25681:8	9	CM	5	s09_CM	gkosg:s09_CM	gsmin:almarudite  gsmin:mindaturi  <https://www.mindat.org/1:1:25681:8> .
gsmin:armenite	Armenite	343	1:1:343:8	9	CM	5	s09_CM	gkosg:s09_CM	gsmin:armenite  gsmin:mindaturi  <https://www.mindat.org/1:1:343:8> .
gsmin:berezanskite	Berezanskite	6824	1:1:6824:2	9	CM	5	s09_CM	gkosg:s09_CM	gsmin:berezanskite  gsmin:mindaturi  <https://www.mindat.org/1:1:6824:2> .
gsmin:brannockite	Brannockite	755	1:1:755:9	9	CM	5	s09_CM	gkosg:s09_CM	gsmin:brannockite  gsmin:mindaturi  <https://www.mindat.org/1:1:755:9> .
gsmin:chayesite	Chayesite	974	1:1:974:2	9	CM	5	s09_CM	gkosg:s09_CM	gsmin:chayesite  gsmin:mindaturi  <https://www.mindat.org/1:1:974:2> .
gsmin:dusmatovite	Dusmatovite	6906	1:1:6906:5	9	CM	5	s09_CM	gkosg:s09_CM	gsmin:dusmatovite  gsmin:mindaturi  <https://www.mindat.org/1:1:6906:5> .
gsmin:eifelite	Eifelite	1359	1:1:1359:4	9	CM	5	s09_CM	gkosg:s09_CM	gsmin:eifelite  gsmin:mindaturi  <https://www.mindat.org/1:1:1359:4> .
gsmin:merrihueite	Merrihueite	2652	1:1:2652:5	9	CM	5	s09_CM	gkosg:s09_CM	gsmin:merrihueite  gsmin:mindaturi  <https://www.mindat.org/1:1:2652:5> .
gsmin:milarite	Milarite	2710	1:1:2710:2	9	CM	5	s09_CM	gkosg:s09_CM	gsmin:milarite  gsmin:mindaturi  <https://www.mindat.org/1:1:2710:2> .
gsmin:oftedalite	Oftedalite	27498	1:1:27498:4	9	CM	5	s09_CM	gkosg:s09_CM	gsmin:oftedalite  gsmin:mindaturi  <https://www.mindat.org/1:1:27498:4> .
gsmin:osumilite	Osumilite	3039	1:1:3039:3	9	CM	5	s09_CM	gkosg:s09_CM	gsmin:osumilite  gsmin:mindaturi  <https://www.mindat.org/1:1:3039:3> .
gsmin:osumilite-mg	Osumilite-(Mg)	3038	1:1:3038:6	9	CM	5	s09_CM	gkosg:s09_CM	gsmin:osumilite-mg  gsmin:mindaturi  <https://www.mindat.org/1:1:3038:6> .
gsmin:poudretteite	Poudretteite	3272	1:1:3272:4	9	CM	5	s09_CM	gkosg:s09_CM	gsmin:poudretteite  gsmin:mindaturi  <https://www.mindat.org/1:1:3272:4> .
gsmin:roedderite	Roedderite	3437	1:1:3437:7	9	CM	5	s09_CM	gkosg:s09_CM	gsmin:roedderite  gsmin:mindaturi  <https://www.mindat.org/1:1:3437:7> .
gsmin:shibkovite	Shibkovite	7290	1:1:7290:4	9	CM	5	s09_CM	gkosg:s09_CM	gsmin:shibkovite  gsmin:mindaturi  <https://www.mindat.org/1:1:7290:4> .
gsmin:sogdianite	Sogdianite	3708	1:1:3708:8	9	CM	5	s09_CM	gkosg:s09_CM	gsmin:sogdianite  gsmin:mindaturi  <https://www.mindat.org/1:1:3708:8> .
gsmin:sugilite	Sugilite	3822	1:1:3822:1	9	CM	5	s09_CM	gkosg:s09_CM	gsmin:sugilite  gsmin:mindaturi  <https://www.mindat.org/1:1:3822:1> .
gsmin:trattnerite	Trattnerite	26354	1:1:26354:4	9	CM	5	s09_CM	gkosg:s09_CM	gsmin:trattnerite  gsmin:mindaturi  <https://www.mindat.org/1:1:26354:4> .
gsmin:faizievite	Faizievite	31306	1:1:31306:1	9	CM	10	s09_CM	gkosg:s09_CM	gsmin:faizievite  gsmin:mindaturi  <https://www.mindat.org/1:1:31306:1> .
gsmin:muirite	Muirite	2804	1:1:2804:8	9	CN	5	s09_CN	gkosg:s09_CN	gsmin:muirite  gsmin:mindaturi  <https://www.mindat.org/1:1:2804:8> .
gsmin:alluaivite	Alluaivite	141	1:1:141:2	9	CO	10	s09_CO	gkosg:s09_CO	gsmin:alluaivite  gsmin:mindaturi  <https://www.mindat.org/1:1:141:2> .
gsmin:andrianovite	Andrianovite	31664	1:1:31664:2	9	CO	10	s09_CO	gkosg:s09_CO	gsmin:andrianovite  gsmin:mindaturi  <https://www.mindat.org/1:1:31664:2> .
gsmin:aqualite	Aqualite	27558	1:1:27558:5	9	CO	10	s09_CO	gkosg:s09_CO	gsmin:aqualite  gsmin:mindaturi  <https://www.mindat.org/1:1:27558:5> .
gsmin:carbokentbrooksite	Carbokentbrooksite	25674	1:1:25674:8	9	CO	10	s09_CO	gkosg:s09_CO	gsmin:carbokentbrooksite  gsmin:mindaturi  <https://www.mindat.org/1:1:25674:8> .
gsmin:dualite	Dualite	27578	1:1:27578:9	9	CO	10	s09_CO	gkosg:s09_CO	gsmin:dualite  gsmin:mindaturi  <https://www.mindat.org/1:1:27578:9> .
gsmin:eudialyte	Eudialyte	1420	1:1:1420:1	9	CO	10	s09_CO	gkosg:s09_CO	gsmin:eudialyte  gsmin:mindaturi  <https://www.mindat.org/1:1:1420:1> .
gsmin:feklichevite	Feklichevite	11029	1:1:11029:7	9	CO	10	s09_CO	gkosg:s09_CO	gsmin:feklichevite  gsmin:mindaturi  <https://www.mindat.org/1:1:11029:7> .
gsmin:ferrokentbrooksite	Ferrokentbrooksite	7106	1:1:7106:8	9	CO	10	s09_CO	gkosg:s09_CO	gsmin:ferrokentbrooksite  gsmin:mindaturi  <https://www.mindat.org/1:1:7106:8> .
gsmin:georgbarsanovite	Georgbarsanovite	27506	1:1:27506:2	9	CO	10	s09_CO	gkosg:s09_CO	gsmin:georgbarsanovite  gsmin:mindaturi  <https://www.mindat.org/1:1:27506:2> .
gsmin:golyshevite	Golyshevite	27418	1:1:27418:8	9	CO	10	s09_CO	gkosg:s09_CO	gsmin:golyshevite  gsmin:mindaturi  <https://www.mindat.org/1:1:27418:8> .
gsmin:ikranite	Ikranite	25686	1:1:25686:3	9	CO	10	s09_CO	gkosg:s09_CO	gsmin:ikranite  gsmin:mindaturi  <https://www.mindat.org/1:1:25686:3> .
gsmin:johnsenite-ce	Johnsenite-(Ce)	27479	1:1:27479:9	9	CO	10	s09_CO	gkosg:s09_CO	gsmin:johnsenite-ce  gsmin:mindaturi  <https://www.mindat.org/1:1:27479:9> .
gsmin:kentbrooksite	Kentbrooksite	7132	1:1:7132:7	9	CO	10	s09_CO	gkosg:s09_CO	gsmin:kentbrooksite  gsmin:mindaturi  <https://www.mindat.org/1:1:7132:7> .
gsmin:khomyakovite	Khomyakovite	7137	1:1:7137:2	9	CO	10	s09_CO	gkosg:s09_CO	gsmin:khomyakovite  gsmin:mindaturi  <https://www.mindat.org/1:1:7137:2> .
gsmin:labyrinthite	Labyrinthite	27420	1:1:27420:3	9	CO	10	s09_CO	gkosg:s09_CO	gsmin:labyrinthite  gsmin:mindaturi  <https://www.mindat.org/1:1:27420:3> .
gsmin:manganoeudialyte	Manganoeudialyte	39640	1:1:39640:8	9	CO	10	s09_CO	gkosg:s09_CO	gsmin:manganoeudialyte  gsmin:mindaturi  <https://www.mindat.org/1:1:39640:8> .
gsmin:manganokhomyakovite	Manganokhomyakovite	7169	1:1:7169:3	9	CO	10	s09_CO	gkosg:s09_CO	gsmin:manganokhomyakovite  gsmin:mindaturi  <https://www.mindat.org/1:1:7169:3> .
gsmin:mogovidite	Mogovidite	27487	1:1:27487:8	9	CO	10	s09_CO	gkosg:s09_CO	gsmin:mogovidite  gsmin:mindaturi  <https://www.mindat.org/1:1:27487:8> .
gsmin:oneillite	Oneillite	7205	1:1:7205:8	9	CO	10	s09_CO	gkosg:s09_CO	gsmin:oneillite  gsmin:mindaturi  <https://www.mindat.org/1:1:7205:8> .
gsmin:raslakite	Raslakite	25687	1:1:25687:2	9	CO	10	s09_CO	gkosg:s09_CO	gsmin:raslakite  gsmin:mindaturi  <https://www.mindat.org/1:1:25687:2> .
gsmin:rastsvetaevite	Rastsvetaevite	26586	1:1:26586:1	9	CO	10	s09_CO	gkosg:s09_CO	gsmin:rastsvetaevite  gsmin:mindaturi  <https://www.mindat.org/1:1:26586:1> .
gsmin:voronkovite	Voronkovite	32199	1:1:32199:0	9	CO	10	s09_CO	gkosg:s09_CO	gsmin:voronkovite  gsmin:mindaturi  <https://www.mindat.org/1:1:32199:0> .
gsmin:zirsilite-ce	Zirsilite-(Ce)	25675	1:1:25675:7	9	CO	10	s09_CO	gkosg:s09_CO	gsmin:zirsilite-ce  gsmin:mindaturi  <https://www.mindat.org/1:1:25675:7> .
gsmin:traskite	Traskite	4007	1:1:4007:1	9	CP	5	s09_CP	gkosg:s09_CP	gsmin:traskite  gsmin:mindaturi  <https://www.mindat.org/1:1:4007:1> .
gsmin:megacyclite	Megacyclite	2626	1:1:2626:6	9	CP	10	s09_CP	gkosg:s09_CP	gsmin:megacyclite  gsmin:mindaturi  <https://www.mindat.org/1:1:2626:6> .
gsmin:bohseite	Bohseite	40562	1:1:40562:7	9	D	  	s09_D	gkosg:s09_D	gsmin:bohseite  gsmin:mindaturi  <https://www.mindat.org/1:1:40562:7> .
gsmin:yangite	Yangite	43575	1:1:43575:2	9	D	  	s09_D	gkosg:s09_D	gsmin:yangite  gsmin:mindaturi  <https://www.mindat.org/1:1:43575:2> .
gsmin:donpeacorite	Donpeacorite	1310	1:1:1310:5	9	DA	5	s09_DA	gkosg:s09_DA	gsmin:donpeacorite  gsmin:mindaturi  <https://www.mindat.org/1:1:1310:5> .
gsmin:enstatite	Enstatite	1384	1:1:1384:6	9	DA	5	s09_DA	gkosg:s09_DA	gsmin:enstatite  gsmin:mindaturi  <https://www.mindat.org/1:1:1384:6> .
gsmin:ferrosilite	Ferrosilite	1528	1:1:1528:4	9	DA	5	s09_DA	gkosg:s09_DA	gsmin:ferrosilite  gsmin:mindaturi  <https://www.mindat.org/1:1:1528:4> .
gsmin:clinoenstatite	Clinoenstatite	1072	1:1:1072:2	9	DA	10	s09_DA	gkosg:s09_DA	gsmin:clinoenstatite  gsmin:mindaturi  <https://www.mindat.org/1:1:1072:2> .
gsmin:clinoferrosilite	Clinoferrosilite	1073	1:1:1073:9	9	DA	10	s09_DA	gkosg:s09_DA	gsmin:clinoferrosilite  gsmin:mindaturi  <https://www.mindat.org/1:1:1073:9> .
gsmin:kanoite	Kanoite	2154	1:1:2154:4	9	DA	10	s09_DA	gkosg:s09_DA	gsmin:kanoite  gsmin:mindaturi  <https://www.mindat.org/1:1:2154:4> .
gsmin:pigeonite	Pigeonite	3210	1:1:3210:6	9	DA	10	s09_DA	gkosg:s09_DA	gsmin:pigeonite  gsmin:mindaturi  <https://www.mindat.org/1:1:3210:6> .
gsmin:augite	Augite	419	1:1:419:0	9	DA	15	s09_DA	gkosg:s09_DA	gsmin:augite  gsmin:mindaturi  <https://www.mindat.org/1:1:419:0> .
gsmin:diopside	Diopside	1294	1:1:1294:8	9	DA	15	s09_DA	gkosg:s09_DA	gsmin:diopside  gsmin:mindaturi  <https://www.mindat.org/1:1:1294:8> .
gsmin:esseneite	Esseneite	1413	1:1:1413:3	9	DA	15	s09_DA	gkosg:s09_DA	gsmin:esseneite  gsmin:mindaturi  <https://www.mindat.org/1:1:1413:3> .
gsmin:hedenbergite	Hedenbergite	1842	1:1:1842:1	9	DA	15	s09_DA	gkosg:s09_DA	gsmin:hedenbergite  gsmin:mindaturi  <https://www.mindat.org/1:1:1842:1> .
gsmin:johannsenite	Johannsenite	2103	1:1:2103:2	9	DA	15	s09_DA	gkosg:s09_DA	gsmin:johannsenite  gsmin:mindaturi  <https://www.mindat.org/1:1:2103:2> .
gsmin:petedunnite	Petedunnite	3173	1:1:3173:4	9	DA	15	s09_DA	gkosg:s09_DA	gsmin:petedunnite  gsmin:mindaturi  <https://www.mindat.org/1:1:3173:4> .
gsmin:aegirine-augite	Aegirine-augite	32	1:1:32:7	9	DA	20	s09_DA	gkosg:s09_DA	gsmin:aegirine-augite  gsmin:mindaturi  <https://www.mindat.org/1:1:32:7> .
gsmin:omphacite	Omphacite	2991	1:1:2991:5	9	DA	20	s09_DA	gkosg:s09_DA	gsmin:omphacite  gsmin:mindaturi  <https://www.mindat.org/1:1:2991:5> .
gsmin:aegirine	Aegirine	31	1:1:31:0	9	DA	25	s09_DA	gkosg:s09_DA	gsmin:aegirine  gsmin:mindaturi  <https://www.mindat.org/1:1:31:0> .
gsmin:jadeite	Jadeite	2062	1:1:2062:2	9	DA	25	s09_DA	gkosg:s09_DA	gsmin:jadeite  gsmin:mindaturi  <https://www.mindat.org/1:1:2062:2> .
gsmin:jervisite	Jervisite	2093	1:1:2093:6	9	DA	25	s09_DA	gkosg:s09_DA	gsmin:jervisite  gsmin:mindaturi  <https://www.mindat.org/1:1:2093:6> .
gsmin:kosmochlor	Kosmochlor	2258	1:1:2258:9	9	DA	25	s09_DA	gkosg:s09_DA	gsmin:kosmochlor  gsmin:mindaturi  <https://www.mindat.org/1:1:2258:9> .
gsmin:namansilite	Namansilite	2834	1:1:2834:5	9	DA	25	s09_DA	gkosg:s09_DA	gsmin:namansilite  gsmin:mindaturi  <https://www.mindat.org/1:1:2834:5> .
gsmin:natalyite	Natalyite	2846	1:1:2846:8	9	DA	25	s09_DA	gkosg:s09_DA	gsmin:natalyite  gsmin:mindaturi  <https://www.mindat.org/1:1:2846:8> .
gsmin:spodumene	Spodumene	3733	1:1:3733:0	9	DA	30	s09_DA	gkosg:s09_DA	gsmin:spodumene  gsmin:mindaturi  <https://www.mindat.org/1:1:3733:0> .
gsmin:carpholite	Carpholite	909	1:1:909:8	9	DB	5	s09_DB	gkosg:s09_DB	gsmin:carpholite  gsmin:mindaturi  <https://www.mindat.org/1:1:909:8> .
gsmin:ferrocarpholite	Ferrocarpholite	1512	1:1:1512:3	9	DB	5	s09_DB	gkosg:s09_DB	gsmin:ferrocarpholite  gsmin:mindaturi  <https://www.mindat.org/1:1:1512:3> .
gsmin:magnesiocarpholite	Magnesiocarpholite	2500	1:1:2500:9	9	DB	5	s09_DB	gkosg:s09_DB	gsmin:magnesiocarpholite  gsmin:mindaturi  <https://www.mindat.org/1:1:2500:9> .
gsmin:vanadiocarpholite	Vanadiocarpholite	26774	1:1:26774:4	9	DB	5	s09_DB	gkosg:s09_DB	gsmin:vanadiocarpholite  gsmin:mindaturi  <https://www.mindat.org/1:1:26774:4> .
gsmin:lorenzenite	Lorenzenite	2436	1:1:2436:1	9	DB	10	s09_DB	gkosg:s09_DB	gsmin:lorenzenite  gsmin:mindaturi  <https://www.mindat.org/1:1:2436:1> .
gsmin:lintisite	Lintisite	2410	1:1:2410:1	9	DB	15	s09_DB	gkosg:s09_DB	gsmin:lintisite  gsmin:mindaturi  <https://www.mindat.org/1:1:2410:1> .
gsmin:punkaruaivite	Punkaruaivite	38697	1:1:38697:9	9	DB	15	s09_DB	gkosg:s09_DB	gsmin:punkaruaivite  gsmin:mindaturi  <https://www.mindat.org/1:1:38697:9> .
gsmin:eliseevite	Eliseevite	40287	1:1:40287:9	9	DB	17	s09_DB	gkosg:s09_DB	gsmin:eliseevite  gsmin:mindaturi  <https://www.mindat.org/1:1:40287:9> .
gsmin:kukisvumite	Kukisvumite	2283	1:1:2283:1	9	DB	20	s09_DB	gkosg:s09_DB	gsmin:kukisvumite  gsmin:mindaturi  <https://www.mindat.org/1:1:2283:1> .
gsmin:manganokukisvumite	Manganokukisvumite	27386	1:1:27386:0	9	DB	20	s09_DB	gkosg:s09_DB	gsmin:manganokukisvumite  gsmin:mindaturi  <https://www.mindat.org/1:1:27386:0> .
gsmin:paravinogradovite	Paravinogradovite	25599	1:1:25599:8	9	DB	25	s09_DB	gkosg:s09_DB	gsmin:paravinogradovite  gsmin:mindaturi  <https://www.mindat.org/1:1:25599:8> .
gsmin:vinogradovite	Vinogradovite	4186	1:1:4186:3	9	DB	25	s09_DB	gkosg:s09_DB	gsmin:vinogradovite  gsmin:mindaturi  <https://www.mindat.org/1:1:4186:3> .
gsmin:nchwaningite	Nchwaningite	2868	1:1:2868:0	9	DB	30	s09_DB	gkosg:s09_DB	gsmin:nchwaningite  gsmin:mindaturi  <https://www.mindat.org/1:1:2868:0> .
gsmin:plancheite	Plancheite	3233	1:1:3233:5	9	DB	35	s09_DB	gkosg:s09_DB	gsmin:plancheite  gsmin:mindaturi  <https://www.mindat.org/1:1:3233:5> .
gsmin:shattuckite	Shattuckite	3634	1:1:3634:0	9	DB	40	s09_DB	gkosg:s09_DB	gsmin:shattuckite  gsmin:mindaturi  <https://www.mindat.org/1:1:3634:0> .
gsmin:aerinite	Aerinite	34	1:1:34:1	9	DB	45	s09_DB	gkosg:s09_DB	gsmin:aerinite  gsmin:mindaturi  <https://www.mindat.org/1:1:34:1> .
gsmin:capranicaite	Capranicaite	39882	1:1:39882:2	9	DB	50	s09_DB	gkosg:s09_DB	gsmin:capranicaite  gsmin:mindaturi  <https://www.mindat.org/1:1:39882:2> .
gsmin:astrophyllite	Astrophyllite	405	1:1:405:7	9	DC	5	s09_DC	gkosg:s09_DC	gsmin:astrophyllite  gsmin:mindaturi  <https://www.mindat.org/1:1:405:7> .
gsmin:kupletskite	Kupletskite	2290	1:1:2290:9	9	DC	5	s09_DC	gkosg:s09_DC	gsmin:kupletskite  gsmin:mindaturi  <https://www.mindat.org/1:1:2290:9> .
gsmin:kupletskite-cs	Kupletskite-(Cs)	6853	1:1:6853:2	9	DC	5	s09_DC	gkosg:s09_DC	gsmin:kupletskite-cs  gsmin:mindaturi  <https://www.mindat.org/1:1:6853:2> .
gsmin:nalivkinite	Nalivkinite	31307	1:1:31307:0	9	DC	5	s09_DC	gkosg:s09_DC	gsmin:nalivkinite  gsmin:mindaturi  <https://www.mindat.org/1:1:31307:0> .
gsmin:niobokupletskite	Niobokupletskite	7098	1:1:7098:6	9	DC	5	s09_DC	gkosg:s09_DC	gsmin:niobokupletskite  gsmin:mindaturi  <https://www.mindat.org/1:1:7098:6> .
gsmin:niobophyllite	Niobophyllite	2911	1:1:2911:3	9	DC	5	s09_DC	gkosg:s09_DC	gsmin:niobophyllite  gsmin:mindaturi  <https://www.mindat.org/1:1:2911:3> .
gsmin:sveinbergeite	Sveinbergeite	40285	1:1:40285:1	9	DC	5	s09_DC	gkosg:s09_DC	gsmin:sveinbergeite  gsmin:mindaturi  <https://www.mindat.org/1:1:40285:1> .
gsmin:zircophyllite	Zircophyllite	4423	1:1:4423:9	9	DC	5	s09_DC	gkosg:s09_DC	gsmin:zircophyllite  gsmin:mindaturi  <https://www.mindat.org/1:1:4423:9> .
gsmin:ferro-anthophyllite	Ferro-anthophyllite	1464	1:1:1464:5	9	DD	5	s09_DD	gkosg:s09_DD	gsmin:ferro-anthophyllite  gsmin:mindaturi  <https://www.mindat.org/1:1:1464:5> .
gsmin:gedrite	Gedrite	1665	1:1:1665:6	9	DD	5	s09_DD	gkosg:s09_DD	gsmin:gedrite  gsmin:mindaturi  <https://www.mindat.org/1:1:1665:6> .
gsmin:holmquistite	Holmquistite	1923	1:1:1923:7	9	DD	5	s09_DD	gkosg:s09_DD	gsmin:holmquistite  gsmin:mindaturi  <https://www.mindat.org/1:1:1923:7> .
gsmin:anthophyllite	Anthophyllite	254	1:1:254:5	9	DE	5	s09_DE	gkosg:s09_DE	gsmin:anthophyllite  gsmin:mindaturi  <https://www.mindat.org/1:1:254:5> .
gsmin:cummingtonite	Cummingtonite	1170	1:1:1170:5	9	DE	5	s09_DE	gkosg:s09_DE	gsmin:cummingtonite  gsmin:mindaturi  <https://www.mindat.org/1:1:1170:5> .
gsmin:grunerite	Grunerite	1758	1:1:1758:5	9	DE	5	s09_DE	gkosg:s09_DE	gsmin:grunerite  gsmin:mindaturi  <https://www.mindat.org/1:1:1758:5> .
gsmin:actinolite	Actinolite	18	1:1:18:1	9	DE	10	s09_DE	gkosg:s09_DE	gsmin:actinolite  gsmin:mindaturi  <https://www.mindat.org/1:1:18:1> .
gsmin:ferro-actinolite	Ferro-actinolite	1505	1:1:1505:5	9	DE	10	s09_DE	gkosg:s09_DE	gsmin:ferro-actinolite  gsmin:mindaturi  <https://www.mindat.org/1:1:1505:5> .
gsmin:joesmithite	Joesmithite	2100	1:1:2100:1	9	DE	10	s09_DE	gkosg:s09_DE	gsmin:joesmithite  gsmin:mindaturi  <https://www.mindat.org/1:1:2100:1> .
gsmin:tremolite	Tremolite	4011	1:1:4011:8	9	DE	10	s09_DE	gkosg:s09_DE	gsmin:tremolite  gsmin:mindaturi  <https://www.mindat.org/1:1:4011:8> .
gsmin:tschermakite	Tschermakite	4035	1:1:4035:4	9	DE	10	s09_DE	gkosg:s09_DE	gsmin:tschermakite  gsmin:mindaturi  <https://www.mindat.org/1:1:4035:4> .
gsmin:edenite	Edenite	1351	1:1:1351:8	9	DE	15	s09_DE	gkosg:s09_DE	gsmin:edenite  gsmin:mindaturi  <https://www.mindat.org/1:1:1351:8> .
gsmin:ferro-edenite	Ferro-edenite	1472	1:1:1472:0	9	DE	15	s09_DE	gkosg:s09_DE	gsmin:ferro-edenite  gsmin:mindaturi  <https://www.mindat.org/1:1:1472:0> .
gsmin:fluoro-edenite	Fluoro-edenite	6950	1:1:6950:8	9	DE	15	s09_DE	gkosg:s09_DE	gsmin:fluoro-edenite  gsmin:mindaturi  <https://www.mindat.org/1:1:6950:8> .
gsmin:hastingsite	Hastingsite	1824	1:1:1824:7	9	DE	15	s09_DE	gkosg:s09_DE	gsmin:hastingsite  gsmin:mindaturi  <https://www.mindat.org/1:1:1824:7> .
gsmin:kaersutite	Kaersutite	2129	1:1:2129:2	9	DE	15	s09_DE	gkosg:s09_DE	gsmin:kaersutite  gsmin:mindaturi  <https://www.mindat.org/1:1:2129:2> .
gsmin:pargasite	Pargasite	3119	1:1:3119:2	9	DE	15	s09_DE	gkosg:s09_DE	gsmin:pargasite  gsmin:mindaturi  <https://www.mindat.org/1:1:3119:2> .
gsmin:sadanagaite	Sadanagaite	3499	1:1:3499:5	9	DE	15	s09_DE	gkosg:s09_DE	gsmin:sadanagaite  gsmin:mindaturi  <https://www.mindat.org/1:1:3499:5> .
gsmin:barroisite	Barroisite	539	1:1:539:3	9	DE	20	s09_DE	gkosg:s09_DE	gsmin:barroisite  gsmin:mindaturi  <https://www.mindat.org/1:1:539:3> .
gsmin:ferro-taramite	Ferro-taramite	106	1:1:106:9	9	DE	20	s09_DE	gkosg:s09_DE	gsmin:ferro-taramite  gsmin:mindaturi  <https://www.mindat.org/1:1:106:9> .
gsmin:katophorite	Katophorite	2168	1:1:2168:1	9	DE	20	s09_DE	gkosg:s09_DE	gsmin:katophorite  gsmin:mindaturi  <https://www.mindat.org/1:1:2168:1> .
gsmin:richterite	Richterite	3416	1:1:3416:2	9	DE	20	s09_DE	gkosg:s09_DE	gsmin:richterite  gsmin:mindaturi  <https://www.mindat.org/1:1:3416:2> .
